"Global.Match.ID","Local.Match.ID","Home.Team.Init","Away.Team.Init","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Date","Season","Season.Phase","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals","HT.Break.Goals","HT.Goalkeepers.Perc","HT.Goalkeepers.Saves","HT.Shots.Acc.Perc","HT.7m.Shots.Acc","AT.Break.Goals","AT.Goalkeepers.Perc","AT.Goalkeepers.Saves","AT.Shots.Acc.Perc","AT.7m.Shots.Acc","Day.Name","Day.Status","Public.Holiday","CT.Broadcast"
72,6,"ZUB","LOV","HC ROBE Zubrí","HK FCC Mesto Lovosice",34,33,2018-05-13,"2017/2018","3rdPlaceMatch",1044,"Tomáš Bubenícek, Tomáš Petruška","Andrej Titkov","Ivo Tovaryš","Roman Jelínek","Pavel Haken",12,15,6,5,253,38.96,558,57.85,71.09,187,38.74,597,54.42,72.27,"Sun","Weekend",0,0
73,7,"LOV","ZUB","HK FCC Mesto Lovosice","HC ROBE Zubrí",33,30,2018-05-19,"2017/2018","3rdPlaceMatch",455,"Jirí Opava, Pavel Válek","Roman Jelínek","Pavel Haken","Andrej Titkov","Ivo Tovaryš",14,13,2,4,187,38.74,597,54.42,72.27,253,38.96,558,57.85,71.09,"Sat","Weekend",0,0
74,8,"LOV","ZUB","HK FCC Mesto Lovosice","HC ROBE Zubrí",20,30,2018-05-20,"2017/2018","3rdPlaceMatch",545,"Václav Horácek, Jirí Novotný","Roman Jelínek","Pavel Haken","Andrej Titkov","Ivo Tovaryš",10,14,0,0,187,38.74,597,54.42,72.27,253,38.96,558,57.85,71.09,"Sun","Weekend",0,0
75,9,"ZUB","LOV","HC ROBE Zubrí","HK FCC Mesto Lovosice",35,31,2018-05-23,"2017/2018","3rdPlaceMatch",1328,"Václav Horácek, Jirí Novotný","Andrej Titkov","Ivo Tovaryš","Roman Jelínek","Pavel Haken",17,13,1,0,253,38.96,558,57.85,71.09,187,38.74,597,54.42,72.27,"Wed","WorkingDay",0,0
76,10,"JIC","DUK","HBC Ronal Jicín","Dukla Praha",21,27,2018-05-13,"2017/2018","5thPlaceMatch",390,"Jirí Králícek, Milan Letev","Aleš Babák","Petr Kyncl","Jan Josef","Jirí Kotrc",9,14,4,2,98,34.19,396,54.02,80.64,82,36.53,426,62.62,78.35,"Sun","Weekend",0,0
77,11,"DUK","JIC","Dukla Praha","HBC Ronal Jicín",28,22,2018-05-16,"2017/2018","5thPlaceMatch",128,"Tomáš Kozler, Martin Zych","Jan Josef","Jirí Kotrc","Aleš Babák","Petr Kyncl",14,10,3,3,82,36.53,426,62.62,78.35,98,34.19,396,54.02,80.64,"Wed","WorkingDay",0,0
78,12,"FRM","KOP","Pepino SKP Frýdek-Místek","Koprivnice",27,28,2018-05-13,"2017/2018","7thPlaceMatch",221,"Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Lubomír Vermirovský","Igor Fulnek",17,15,1,3,142,33.87,417,54.4,68.33,158,33.15,432,58.89,67.18,"Sun","Weekend",0,0
79,13,"KOP","FRM","Koprivnice","Pepino SKP Frýdek-Místek",34,30,2018-05-19,"2017/2018","7thPlaceMatch",290,"Premysl Fukala, Radek Mohyla","Lubomír Vermirovský","Igor Fulnek","Jirí Kekrt","Petr Mazur",14,14,2,1,158,33.15,432,58.89,67.18,142,33.87,417,54.4,68.33,"Sat","Weekend",0,0
80,14,"KAR","LOV","HCB Karviná","HK FCC Mesto Lovosice",28,25,2018-04-28,"2017/2018","SemifinalsMatch",802,"Milan Hájek, Karel Macho","Marek Michalisko","Jan Užek","Roman Jelínek","Pavel Haken",14,12,5,0,203,39.56,567,61.82,76.37,187,38.74,597,54.42,72.27,"Sat","Weekend",0,0
81,15,"ZUB","PLZ","HC ROBE Zubrí","M.A.T. Plzen",30,31,2018-04-28,"2017/2018","SemifinalsMatch",1226,"Marek Becicka, Jirí Horák","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl",14,15,5,2,253,38.96,558,57.85,71.09,109,39.67,559,58.61,73.25,"Sat","Weekend",0,0
82,16,"KAR","LOV","HCB Karviná","HK FCC Mesto Lovosice",24,18,2018-04-29,"2017/2018","SemifinalsMatch",894,"Marek Becicka, Jirí Horák","Marek Michalisko","Jan Užek","Roman Jelínek","Pavel Haken",10,11,0,1,203,39.56,567,61.82,76.37,187,38.74,597,54.42,72.27,"Sun","Weekend",0,0
83,17,"ZUB","PLZ","HC ROBE Zubrí","M.A.T. Plzen",26,24,2018-04-29,"2017/2018","SemifinalsMatch",1289,"Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl",12,14,3,2,253,38.96,558,57.85,71.09,109,39.67,559,58.61,73.25,"Sun","Weekend",0,0
84,18,"PLZ","ZUB","M.A.T. Plzen","HC ROBE Zubrí",24,22,2018-05-05,"2017/2018","SemifinalsMatch",580,"Pavel Blanar, Michael Haramul","Michal Tonar","Stanislav Raizl","Andrej Titkov","Ivo Tovaryš",10,9,3,0,109,39.67,559,58.61,73.25,253,38.96,558,57.85,71.09,"Sat","Weekend",0,0
85,19,"LOV","KAR","HK FCC Mesto Lovosice","HCB Karviná",33,38,2018-05-05,"2017/2018","SemifinalsMatch",472,"Václav Horácek, Jirí Novotný","Roman Jelínek","Pavel Haken","Marek Michalisko","Jan Užek",16,19,2,3,187,38.74,597,54.42,72.27,203,39.56,567,61.82,76.37,"Sat","Weekend",0,0
86,20,"PLZ","ZUB","M.A.T. Plzen","HC ROBE Zubrí",28,25,2018-05-06,"2017/2018","SemifinalsMatch",620,"Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Andrej Titkov","Ivo Tovaryš",17,13,1,3,109,39.67,559,58.61,73.25,253,38.96,558,57.85,71.09,"Sun","Weekend",0,0
87,21,"JIC","KOP","HBC Ronal Jicín","Koprivnice",31,24,2018-04-28,"2017/2018","5till8placeMatch",290,"Jirí Králícek, Milan Letev","Aleš Babák","Petr Kyncl","Lubomír Vermirovský","Igor Fulnek",15,10,3,3,98,34.19,396,54.02,80.64,158,33.15,432,58.89,67.18,"Sat","Weekend",0,0
88,22,"FRM","DUK","Pepino SKP Frýdek-Místek","Dukla Praha",27,31,2018-04-29,"2017/2018","5till8placeMatch",316,"Mojmír Valášek, Jaroslav Vychodil","Jirí Kekrt","Petr Mazur","Jan Josef","Jirí Kotrc",12,16,6,1,142,33.87,417,54.4,68.33,82,36.53,426,62.62,78.35,"Sun","Weekend",0,0
89,23,"KOP","JIC","Koprivnice","HBC Ronal Jicín",28,29,2018-05-01,"2017/2018","5till8placeMatch",300,"Marek Becicka, Jirí Horák","Lubomír Vermirovský","Igor Fulnek","Aleš Babák","Petr Mašát",14,10,4,1,158,33.15,432,58.89,67.18,98,34.19,396,54.02,80.64,"Tue","WorkingDay",1,0
90,24,"DUK","FRM","Dukla Praha","Pepino SKP Frýdek-Místek",27,30,2018-05-05,"2017/2018","5till8placeMatch",62,"Milan Hájek, Karel Macho","Jan Josef","Jirí Kotrc","Jirí Kekrt","Petr Mazur",13,15,1,3,82,36.53,426,62.62,78.35,142,33.87,417,54.4,68.33,"Sat","Weekend",0,0
91,25,"PLZ","DUK","M.A.T. Plzen","Dukla Praha",22,21,2018-04-14,"2017/2018","QuarterfinalsMatch",510,"Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Jan Josef","Jirí Kotrc",11,11,1,1,109,39.67,559,58.61,73.25,82,36.53,426,62.62,78.35,"Sat","Weekend",0,0
92,26,"LOV","KOP","HK FCC Mesto Lovosice","Koprivnice",31,28,2018-04-14,"2017/2018","QuarterfinalsMatch",818,"Pavel Blanar, Michael Haramul","Roman Jelínek","Pavel Haken","Lubomír Vermirovský","Igor Fulnek",12,9,2,0,187,38.74,597,54.42,72.27,158,33.15,432,58.89,67.18,"Sat","Weekend",0,0
93,27,"ZUB","FRM","HC ROBE Zubrí","Pepino SKP Frýdek-Místek",28,23,2018-04-14,"2017/2018","QuarterfinalsMatch",983,"Marek Becicka, Jirí Horák","Andrej Titkov","Ivo Tovaryš","Jirí Kekrt","Petr Mazur",15,10,7,6,253,38.96,558,57.85,71.09,142,33.87,417,54.4,68.33,"Sat","Weekend",0,0
94,28,"KAR","JIC","HCB Karviná","HBC Ronal Jicín",29,19,2018-04-14,"2017/2018","QuarterfinalsMatch",790,"Lukáš Frieser, Radoslav Kavulic","Marek Michalisko","Jan Užek","Aleš Babák","Petr Kyncl",13,11,1,0,203,39.56,567,61.82,76.37,98,34.19,396,54.02,80.64,"Sat","Weekend",0,0
95,29,"KAR","JIC","HCB Karviná","HBC Ronal Jicín",28,26,2018-04-15,"2017/2018","QuarterfinalsMatch",710,"Dalibor Pavlát, Ludek Tocík","Marek Michalisko","Jan Užek","Aleš Babák","Petr Kyncl",12,11,2,3,203,39.56,567,61.82,76.37,98,34.19,396,54.02,80.64,"Sun","Weekend",0,0
96,30,"PLZ","DUK","M.A.T. Plzen","Dukla Praha",24,23,2018-04-15,"2017/2018","QuarterfinalsMatch",530,"Premysl Fukala, Radek Mohyla","Michal Tonar","Stanislav Raizl","Jan Josef","Jirí Kotrc",14,14,4,1,109,39.67,559,58.61,73.25,82,36.53,426,62.62,78.35,"Sun","Weekend",0,0
97,31,"LOV","KOP","HK FCC Mesto Lovosice","Koprivnice",30,25,2018-04-15,"2017/2018","QuarterfinalsMatch",721,"Mojmír Valášek, Jaroslav Vychodil","Roman Jelínek","Pavel Haken","Lubomír Vermirovský","Igor Fulnek",16,14,2,4,187,38.74,597,54.42,72.27,158,33.15,432,58.89,67.18,"Sun","Weekend",0,0
98,32,"ZUB","FRM","HC ROBE Zubrí","Pepino SKP Frýdek-Místek",30,25,2018-04-15,"2017/2018","QuarterfinalsMatch",1034,"Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Jirí Kekrt","Petr Mazur",12,14,2,2,253,38.96,558,57.85,71.09,142,33.87,417,54.4,68.33,"Sun","Weekend",0,0
99,33,"DUK","PLZ","Dukla Praha","M.A.T. Plzen",24,25,2018-04-21,"2017/2018","QuarterfinalsMatch",260,"Pavel Blanar, Michael Haramul","Jan Josef","Jirí Kotrc","Michal Tonar","Stanislav Raizl",10,9,6,3,82,36.53,426,62.62,78.35,109,39.67,559,58.61,73.25,"Sat","Weekend",0,0
100,34,"FRM","ZUB","Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,25,2018-04-21,"2017/2018","QuarterfinalsMatch",429,"Tomáš Bubenícek, Tomáš Petruška","Jirí Kekrt","Petr Mazur","Andrej Titkov","Ivo Tovaryš",10,15,3,3,142,33.87,417,54.4,68.33,253,38.96,558,57.85,71.09,"Sat","Weekend",0,0
101,35,"KOP","LOV","Koprivnice","HK FCC Mesto Lovosice",36,27,2018-04-21,"2017/2018","QuarterfinalsMatch",650,"Václav Horácek, Jirí Novotný","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken",19,11,3,0,158,33.15,432,58.89,67.18,187,38.74,597,54.42,72.27,"Sat","Weekend",0,0
102,36,"JIC","KAR","HBC Ronal Jicín","HCB Karviná",25,26,2018-04-21,"2017/2018","QuarterfinalsMatch",405,"Premysl Fukala, Radek Mohyla","Aleš Babák","Petr Kyncl","Marek Michalisko","Jan Užek",12,15,3,5,98,34.19,396,54.02,80.64,203,39.56,567,61.82,76.37,"Sat","Weekend",0,0
103,37,"KOP","LOV","Koprivnice","HK FCC Mesto Lovosice",30,33,2018-04-22,"2017/2018","QuarterfinalsMatch",680,"Dalibor Pavlát, Ludek Tocík","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken",17,18,6,1,158,33.15,432,58.89,67.18,187,38.74,597,54.42,72.27,"Sun","Weekend",0,0
104,38,"HRA","BRN","Cement Hranice","SKKP Handball Brno",32,32,2018-05-09,"2017/2018","9till12placeMatch",70,"Tomáš Bubenícek, Tomáš Petruška","Martin Marek","Martin Potiška","Ivan Minarík","Vít Kucera",15,18,1,1,87,34.65,410,55.72,71.59,130,35.78,463,52.94,75,"Wed","WorkingDay",0,0
105,39,"STR","NOV","HBC Strakonice 1921","Sokol Nové Veselí",26,31,2018-05-19,"2017/2018","9till12placeMatch",320,"Karel Macho, Michal Nezbeda","Roman Marienka","Jaroslav Houska","Pavel Hladík","Stanislav Krcál",14,13,3,2,171,26.09,310,57.65,73.73,154,40.38,483,53.24,70.11,"Sat","Weekend",0,0
106,40,"NOV","HRA","Sokol Nové Veselí","Cement Hranice",33,26,2018-05-06,"2017/2018","9till12placeMatch",180,"Jirí Špunar, David Šlezingr","Pavel Hladík","Stanislav Krcál","Martin Marek","Martin Schober",13,13,1,3,154,40.38,483,53.24,70.11,87,34.65,410,55.72,71.59,"Sun","Weekend",0,0
107,41,"BRN","STR","SKKP Handball Brno","HBC Strakonice 1921",30,29,2018-05-13,"2017/2018","9till12placeMatch",150,"Milan Hájek, Karel Macho","Ivan Minarík","Vít Kucera","Roman Marienka","Jaroslav Houska",15,14,2,5,130,35.78,463,52.94,75,171,26.09,310,57.65,73.73,"Sun","Weekend",0,0
108,42,"BRN","NOV","SKKP Handball Brno","Sokol Nové Veselí",31,35,2018-05-05,"2017/2018","9till12placeMatch",183,"Jirí Opava, Pavel Válek","Ivan Minarík","Vít Kucera","Pavel Hladík","Stanislav Krcál",13,16,1,4,130,35.78,463,52.94,75,154,40.38,483,53.24,70.11,"Sat","Weekend",0,0
109,43,"STR","HRA","HBC Strakonice 1921","Cement Hranice",33,38,2018-05-05,"2017/2018","9till12placeMatch",325,"Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Martin Marek","Martin Schober",14,18,0,4,171,26.09,310,57.65,73.73,87,34.65,410,55.72,71.59,"Sat","Weekend",0,0
110,44,"BRN","HRA","SKKP Handball Brno","Cement Hranice",36,32,2018-04-27,"2017/2018","9till12placeMatch",228,"Karel Macho, Milan Hájek","Ivan Minarík","Vít Kucera","Martin Marek","Martin Stržínek",18,14,2,1,130,35.78,463,52.94,75,87,34.65,410,55.72,71.59,"Fri","WorkingDay",0,0
111,45,"NOV","STR","Sokol Nové Veselí","HBC Strakonice 1921",32,15,2018-04-28,"2017/2018","9till12placeMatch",200,"Premysl Fukala, Radek Mohyla","Pavel Hladík","Stanislav Krcál","Roman Marienka","Jaroslav Houska",17,7,0,1,154,40.38,483,53.24,70.11,171,26.09,310,57.65,73.73,"Sat","Weekend",0,0
112,46,"HRA","NOV","Cement Hranice","Sokol Nové Veselí",26,20,2018-04-20,"2017/2018","9till12placeMatch",60,"Adam Baader, Jirí Novotný","Martin Marek","Martin Potiška","Pavel Hladík","Stanislav Krcál",10,7,0,0,87,34.65,410,55.72,71.59,154,40.38,483,53.24,70.11,"Fri","WorkingDay",0,0
113,47,"STR","BRN","HBC Strakonice 1921","SKKP Handball Brno",29,29,2018-04-21,"2017/2018","9till12placeMatch",370,"Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Ivan Minarík","Vít Kucera",14,14,5,3,171,26.09,310,57.65,73.73,130,35.78,463,52.94,75,"Sat","Weekend",0,0
114,48,"NOV","BRN","Sokol Nové Veselí","SKKP Handball Brno",32,24,2018-04-13,"2017/2018","9till12placeMatch",250,"Milan Hájek, Karel Macho","Pavel Hladík","Stanislav Krcál","Ivan Minarík","Vít Kucera",15,12,3,3,154,40.38,483,53.24,70.11,130,35.78,463,52.94,75,"Fri","WorkingDay",0,0
115,49,"HRA","STR","Cement Hranice","HBC Strakonice 1921",34,27,2018-04-14,"2017/2018","9till12placeMatch",100,"Tomáš Kozler, Martin Zych","Martin Marek","Martin Potiška","Roman Marienka","Jaroslav Houska",16,12,3,1,87,34.65,410,55.72,71.59,171,26.09,310,57.65,73.73,"Sat","Weekend",0,0
116,50,"LOV","STR","HK FCC Mesto Lovosice","HBC Strakonice 1921",38,31,2018-03-28,"2017/2018","RegularPhaseMatch",490,"Tomáš Kozler, Martin Zych","Roman Jelínek","Pavel Haken","Roman Marienka","Jaroslav Houska",19,18,2,3,187,38.74,597,54.42,72.27,171,26.09,310,57.65,73.73,"Wed","WorkingDay",0,0
117,51,"PLZ","BRN","M.A.T. Plzen","SKKP Handball Brno",30,26,2018-03-28,"2017/2018","RegularPhaseMatch",520,"Dalibor Pavlát, Ludek Tocík","Michal Tonar","Stanislav Raizl","Ivan Minarík","Vít Kucera",15,14,7,2,109,39.67,559,58.61,73.25,130,35.78,463,52.94,75,"Wed","WorkingDay",0,0
118,52,"KAR","DUK","HCB Karviná","Dukla Praha",28,28,2018-03-30,"2017/2018","RegularPhaseMatch",1196,"Milan Hájek, Karel Macho","Marek Michalisko","Jan Užek","Jan Josef","Jirí Kotrc",17,14,3,5,203,39.56,567,61.82,76.37,82,36.53,426,62.62,78.35,"Fri","WorkingDay",0,0
119,53,"FRM","ZUB","Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,29,2018-03-30,"2017/2018","RegularPhaseMatch",587,"Mojmír Valášek, Jaroslav Vychodil","Jirí Kekrt","Petr Mazur","Andrej Titkov","Ivo Tovaryš",14,12,0,2,142,33.87,417,54.4,68.33,253,38.96,558,57.85,71.09,"Fri","WorkingDay",0,0
120,54,"KOP","JIC","Koprivnice","HBC Ronal Jicín",30,23,2018-03-30,"2017/2018","RegularPhaseMatch",890,"Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Aleš Babák","Petr Kyncl",16,11,4,6,158,33.15,432,58.89,67.18,98,34.19,396,54.02,80.64,"Fri","WorkingDay",0,0
121,55,"NOV","HRA","Sokol Nové Veselí","Cement Hranice",26,25,2018-03-30,"2017/2018","RegularPhaseMatch",300,"Václav Horácek, Jirí Novotný","Pavel Hladík","Stanislav Krcál","Martin Marek","Martin Potiška",15,11,1,3,154,40.38,483,53.24,70.11,87,34.65,410,55.72,71.59,"Fri","WorkingDay",0,0
122,56,"JIC","FRM","HBC Ronal Jicín","Pepino SKP Frýdek-Místek",32,22,2018-03-24,"2017/2018","RegularPhaseMatch",650,"Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Jirí Kekrt","Petr Mazur",18,10,2,3,98,34.19,396,54.02,80.64,142,33.87,417,54.4,68.33,"Sat","Weekend",0,0
123,57,"DUK","PLZ","Dukla Praha","M.A.T. Plzen",25,31,2018-03-24,"2017/2018","RegularPhaseMatch",360,"Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Michal Tonar","Stanislav Raizl",13,11,3,1,82,36.53,426,62.62,78.35,109,39.67,559,58.61,73.25,"Sat","Weekend",0,0
124,58,"ZUB","LOV","HC ROBE Zubrí","HK FCC Mesto Lovosice",31,21,2018-03-24,"2017/2018","RegularPhaseMatch",1183,"Premysl Fukala, Radek Mohyla","Andrej Titkov","Matej Šustácek","Roman Jelínek","Pavel Haken",15,13,3,2,253,38.96,558,57.85,71.09,187,38.74,597,54.42,72.27,"Sat","Weekend",0,0
125,59,"HRA","KOP","Cement Hranice","Koprivnice",34,25,2018-03-24,"2017/2018","RegularPhaseMatch",180,"Marek Becicka, Jirí Horák","Martin Marek","Martin Potiška","Lubomír Vermirovský","Igor Fulnek",20,9,4,4,87,34.65,410,55.72,71.59,158,33.15,432,58.89,67.18,"Sat","Weekend",0,0
126,60,"BRN","NOV","SKKP Handball Brno","Sokol Nové Veselí",20,29,2018-03-24,"2017/2018","RegularPhaseMatch",611,"Michal Hanák, Luboš Pavlícek","Ivan Minarík","Vít Kucera","Pavel Hladík","Stanislav Krcál",8,13,2,2,130,35.78,463,52.94,75,154,40.38,483,53.24,70.11,"Sat","Weekend",0,0
127,61,"STR","KAR","HBC Strakonice 1921","HCB Karviná",29,35,2018-03-24,"2017/2018","RegularPhaseMatch",405,"Dalibor Pavlát, Ludek Tocík","Roman Marienka","Jaroslav Houska","Marek Michalisko","Jan Užek",17,16,2,1,171,26.09,310,57.65,73.73,203,39.56,567,61.82,76.37,"Sat","Weekend",0,0
128,62,"HRA","BRN","Cement Hranice","SKKP Handball Brno",24,24,2018-03-17,"2017/2018","RegularPhaseMatch",120,"Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Ivan Minarík","Jan Schneider",14,11,3,2,87,34.65,410,55.72,71.59,130,35.78,463,52.94,75,"Sat","Weekend",0,0
129,63,"LOV","JIC","HK FCC Mesto Lovosice","HBC Ronal Jicín",21,20,2018-03-17,"2017/2018","RegularPhaseMatch",457,"Jirí Králícek, Milan Letev","Roman Jelínek","Pavel Haken","Aleš Babák","Petr Kyncl",14,12,5,1,187,38.74,597,54.42,72.27,98,34.19,396,54.02,80.64,"Sat","Weekend",0,0
130,64,"NOV","DUK","Sokol Nové Veselí","Dukla Praha",18,27,2018-03-17,"2017/2018","RegularPhaseMatch",300,"Tomáš Bubenícek, Tomáš Petruška","Pavel Hladík","Stanislav Krcál","Jan Josef","Jirí Kotrc",12,14,3,0,154,40.38,483,53.24,70.11,82,36.53,426,62.62,78.35,"Sat","Weekend",0,0
131,65,"KOP","FRM","Koprivnice","Pepino SKP Frýdek-Místek",29,32,2018-03-17,"2017/2018","RegularPhaseMatch",790,"Dalibor Pavlát, Ludek Tocík","Lubomír Vermirovský","Igor Fulnek","Jirí Kekrt","Petr Mazur",14,17,2,2,158,33.15,432,58.89,67.18,142,33.87,417,54.4,68.33,"Sat","Weekend",0,0
132,66,"KAR","ZUB","HCB Karviná","HC ROBE Zubrí",23,28,2018-03-18,"2017/2018","RegularPhaseMatch",1112,"Václav Horácek, Jirí Novotný","Marek Michalisko","Michal Jašcenko","Andrej Titkov","Ivo Tovaryš",9,9,2,0,203,39.56,567,61.82,76.37,253,38.96,558,57.85,71.09,"Sun","Weekend",0,0
133,67,"PLZ","STR","M.A.T. Plzen","HBC Strakonice 1921",31,21,2018-03-18,"2017/2018","RegularPhaseMatch",580,"Mojmír Valášek, Jaroslav Vychodil","Michal Tonar","Stanislav Raizl","Roman Marienka","Jaroslav Houska",18,10,2,2,109,39.67,559,58.61,73.25,171,26.09,310,57.65,73.73,"Sun","Weekend",0,0
134,68,"DUK","HRA","Dukla Praha","Cement Hranice",30,20,2018-03-10,"2017/2018","RegularPhaseMatch",195,"Adam Baader, Jirí Novotný","Jan Josef","Jirí Kotrc","Libor Hrabal","Martin Stržínek",17,12,5,3,82,36.53,426,62.62,78.35,87,34.65,410,55.72,71.59,"Sat","Weekend",0,0
135,69,"BRN","KOP","SKKP Handball Brno","Koprivnice",29,34,2018-03-10,"2017/2018","RegularPhaseMatch",503,"Premysl Fukala, Radek Mohyla","Ivan Minarík","Jan Schneider","Lubomír Vermirovský","Igor Fulnek",16,15,1,2,130,35.78,463,52.94,75,158,33.15,432,58.89,67.18,"Sat","Weekend",0,0
136,70,"JIC","KAR","HBC Ronal Jicín","HCB Karviná",24,28,2018-03-10,"2017/2018","RegularPhaseMatch",580,"Tomáš Bubenícek, Tomáš Petruška","Aleš Babák","Petr Kyncl","Marek Michalisko","Jan Užek",10,12,3,1,98,34.19,396,54.02,80.64,203,39.56,567,61.82,76.37,"Sat","Weekend",0,0
137,71,"ZUB","PLZ","HC ROBE Zubrí","M.A.T. Plzen",24,23,2018-03-10,"2017/2018","RegularPhaseMatch",1182,"Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl",13,14,2,3,253,38.96,558,57.85,71.09,109,39.67,559,58.61,73.25,"Sat","Weekend",0,0
138,72,"STR","NOV","HBC Strakonice 1921","Sokol Nové Veselí",24,30,2018-03-10,"2017/2018","RegularPhaseMatch",405,"Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Pavel Hladík","Stanislav Krcál",15,13,2,2,171,26.09,310,57.65,73.73,154,40.38,483,53.24,70.11,"Sat","Weekend",0,0
139,73,"FRM","LOV","Pepino SKP Frýdek-Místek","HK FCC Mesto Lovosice",32,29,2018-03-10,"2017/2018","RegularPhaseMatch",421,"Pavel Blanar, Michael Haramul","Jirí Kekrt","Petr Mazur","Roman Jelínek","Pavel Haken",16,11,1,6,142,33.87,417,54.4,68.33,187,38.74,597,54.42,72.27,"Sat","Weekend",0,0
140,74,"KOP","LOV","Koprivnice","HK FCC Mesto Lovosice",28,29,2018-03-03,"2017/2018","RegularPhaseMatch",320,"Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken",13,13,3,4,158,33.15,432,58.89,67.18,187,38.74,597,54.42,72.27,"Sat","Weekend",0,0
141,75,"BRN","DUK","SKKP Handball Brno","Dukla Praha",30,32,2018-03-03,"2017/2018","RegularPhaseMatch",658,"Dalibor Pavlát, Ludek Tocík",,"Vít Kucera","Jan Josef","Jirí Kotrc",15,18,4,2,130,35.78,463,52.94,75,82,36.53,426,62.62,78.35,"Sat","Weekend",0,0
142,76,"NOV","ZUB","Sokol Nové Veselí","HC ROBE Zubrí",25,27,2018-03-03,"2017/2018","RegularPhaseMatch",250,"Marek Becicka, Jirí Horák","Pavel Hladík","Stanislav Krcál","Andrej Titkov","Ivo Tovaryš",10,15,2,3,154,40.38,483,53.24,70.11,253,38.96,558,57.85,71.09,"Sat","Weekend",0,0
143,77,"KAR","FRM","HCB Karviná","Pepino SKP Frýdek-Místek",27,22,2018-03-04,"2017/2018","RegularPhaseMatch",983,"Premysl Fukala, Radek Mohyla","Marek Michalisko","Jan Užek","Jirí Kekrt","Petr Mazur",15,12,7,2,203,39.56,567,61.82,76.37,142,33.87,417,54.4,68.33,"Sun","Weekend",0,0
144,78,"HRA","STR","Cement Hranice","HBC Strakonice 1921",40,28,2018-03-04,"2017/2018","RegularPhaseMatch",100,"Tomáš Bubenícek, Tomáš Petruška","Libor Hrabal","Martin Potiška","Roman Marienka","Jaroslav Houska",21,12,1,2,87,34.65,410,55.72,71.59,171,26.09,310,57.65,73.73,"Sun","Weekend",0,0
145,79,"PLZ","JIC","M.A.T. Plzen","HBC Ronal Jicín",23,22,2018-03-04,"2017/2018","RegularPhaseMatch",460,"Tomáš Kozler, Martin Zych","Michal Tonar","Stanislav Raizl","Aleš Babák","Petr Kyncl",12,12,2,4,109,39.67,559,58.61,73.25,98,34.19,396,54.02,80.64,"Sun","Weekend",0,0
146,80,"DUK","KOP","Dukla Praha","Koprivnice",27,22,2018-02-24,"2017/2018","RegularPhaseMatch",155,"Milan Hájek, Karel Macho","Daniel Curda","Jirí Kotrc","Lubomír Vermirovský","Igor Fulnek",13,11,6,1,82,36.53,426,62.62,78.35,158,33.15,432,58.89,67.18,"Sat","Weekend",0,0
147,81,"LOV","KAR","HK FCC Mesto Lovosice","HCB Karviná",25,25,2018-02-24,"2017/2018","RegularPhaseMatch",623,"Marek Becicka, Jirí Horák","Roman Jelínek","Pavel Haken","Marek Michalisko","Jan Užek",12,14,2,1,187,38.74,597,54.42,72.27,203,39.56,567,61.82,76.37,"Sat","Weekend",0,0
148,82,"BRN","STR","SKKP Handball Brno","HBC Strakonice 1921",33,32,2018-02-24,"2017/2018","RegularPhaseMatch",545,"Adam Baader, Jirí Novotný","Aleš Korínek","Vít Kucera","Roman Marienka","Jaroslav Houska",18,9,2,5,130,35.78,463,52.94,75,171,26.09,310,57.65,73.73,"Sat","Weekend",0,0
149,83,"JIC","NOV","HBC Ronal Jicín","Sokol Nové Veselí",22,21,2018-02-24,"2017/2018","RegularPhaseMatch",615,"Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Pavel Hladík","Stanislav Krcál",14,9,2,3,98,34.19,396,54.02,80.64,154,40.38,483,53.24,70.11,"Sat","Weekend",0,0
