"Global.Match.ID","Local.Match.ID","Home.Team.Init","Away.Team.Init","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Date","Season","Season.Phase","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals","HT.Break.Goals","HT.Goalkeepers.Perc","HT.Goalkeepers.Saves","HT.Shots.Acc.Perc","HT.7m.Shots.Acc","AT.Break.Goals","AT.Goalkeepers.Perc","AT.Goalkeepers.Saves","AT.Shots.Acc.Perc","AT.7m.Shots.Acc","Day.Name","Day.Status","Public.Holiday","CT.Broadcast"
1221,83,"KAR","TRE","Karviná","Trebon",37,21,2012-03-03,"2011/2012","RegularPhaseMatch",800,"Jirí Králícek, Vangelis Simu","Rastislav Trtík","Roman Farár",,"Vladislav Jordák",21,11,3,1,150,47.08,768,59.53,73.39,63,35.65,502,42.24,68.08,"Sat","Weekend",0,0
1222,84,"HRA","BRN","Hranice","Brno",28,20,2012-03-04,"2011/2012","RegularPhaseMatch",210,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Potiška","Jan Hegar","Josef Cikán",12,11,0,0,135,42.72,602,50.93,74.31,13,45,752,48.68,71.62,"Sun","Weekend",0,0
1223,85,"TRE","PLZ","Trebon","Plzen",17,24,2012-02-25,"2011/2012","RegularPhaseMatch",150,"Bohumil Bruna, René Vostatek","Jan Pavlovský","Zdenek Kubík","Martin Šetlík","Stanislav Raizl",9,10,2,1,63,35.65,502,42.24,68.08,100,40.41,508,54.48,71.42,"Sat","Weekend",0,0
1224,86,"BRN","FRM","Brno","Frýdek-Místek",28,26,2012-02-25,"2011/2012","RegularPhaseMatch",285,"Petr Halada, Dalibor Pavlát","Jan Hegar","Filip Hruza","Jirí Kekrt","Petr Mazur",13,13,1,2,13,45,752,48.68,71.62,173,38.82,589,53.4,67.36,"Sat","Weekend",0,0
1225,87,"JIC","LOV","Jicín","Lovosice",24,21,2012-02-25,"2011/2012","RegularPhaseMatch",860,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Vojtech Srba","Pavel Haken",11,14,1,3,191,39.15,529,53.39,74.75,151,44.75,640,53.59,68.99,"Sat","Weekend",0,1
1226,88,"KOP","KAR","Koprivnice","Karviná",22,24,2012-02-25,"2011/2012","RegularPhaseMatch",300,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Rastislav Trtík","Martin Kostelník",11,11,3,2,69,38.75,617,48.23,68.61,150,47.08,768,59.53,73.39,"Sat","Weekend",0,0
1227,89,"HRA","DUK","Hranice","Dukla",21,25,2012-02-26,"2011/2012","RegularPhaseMatch",280,"Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Pavel Pauza","Jan Krouský",12,13,3,4,135,42.72,602,50.93,74.31,208,45.04,627,57.35,73.26,"Sun","Weekend",0,0
1228,90,"ZUB","PRE","Zubrí","Prerov",41,20,2012-02-26,"2011/2012","RegularPhaseMatch",800,"Tomáš Bubenícek, Jan Kosmák","Jirí Mika","Michal Balhárek","Miroslav Frank","Jirí Mužík",23,13,0,0,321,49.79,742,57.21,75.99,92,35,529,53.49,72.35,"Sun","Weekend",0,0
1229,91,"DUK","BRN","Dukla","Brno",30,21,2012-02-18,"2011/2012","RegularPhaseMatch",110,"Bohumil Bruna, René Vostatek","Pavel Pauza","Milan Kotrc","Jan Hegar","Josef Cikán",14,9,1,2,208,45.04,627,57.35,73.26,13,45,752,48.68,71.62,"Sat","Weekend",0,0
1230,92,"LOV","TRE","Lovosice","Trebon",29,23,2012-02-18,"2011/2012","RegularPhaseMatch",420,"Marek Becicka, Jirí Horák","Vojtech Srba","Pavel Haken","Jan Pavlovský","Karel Petržala",16,12,0,4,151,44.75,640,53.59,68.99,63,35.65,502,42.24,68.08,"Sat","Weekend",0,0
1231,93,"FRM","JIC","Frýdek-Místek","Jicín",27,27,2012-02-19,"2011/2012","RegularPhaseMatch",290,"Milan Hájek, Karel Macho","Jirí Kekrt","Petr Mazur","Aleš Babák","Petr Kyncl",12,17,4,3,173,38.82,589,53.4,67.36,191,39.15,529,53.39,74.75,"Sun","Weekend",0,1
1232,94,"PRE","HRA","Prerov","Hranice",27,25,2012-02-19,"2011/2012","RegularPhaseMatch",478,"Jirí Králícek, Milan Letev","Miroslav Frank","Jirí Mužík","Libor Hrabal","Martin Potiška",14,13,1,3,92,35,529,53.49,72.35,135,42.72,602,50.93,74.31,"Sun","Weekend",0,0
1233,95,"PLZ","KOP","Plzen","Koprivnice",26,15,2012-02-19,"2011/2012","RegularPhaseMatch",420,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Stanislav Raizl","Miroslav Barton","Ivo Vávra",10,9,2,6,100,40.41,508,54.48,71.42,69,38.75,617,48.23,68.61,"Sun","Weekend",0,0
1234,96,"KAR","ZUB","Karviná","Zubrí",25,28,2012-02-22,"2011/2012","RegularPhaseMatch",927,"Marek Becicka, Jirí Horák","Rastislav Trtík","Roman Farár","Jirí Mika","Michal Balhárek",14,17,7,5,150,47.08,768,59.53,73.39,321,49.79,742,57.21,75.99,"Wed","WorkingDay",0,0
1235,97,"TRE","FRM","Trebon","Frýdek-Místek",30,24,2012-02-11,"2011/2012","RegularPhaseMatch",150,"Petr Halada, Dalibor Pavlát","Jan Pavlovský","Vladislav Jordák","Jirí Kekrt","Petr Mazur",13,14,0,4,63,35.65,502,42.24,68.08,173,38.82,589,53.4,67.36,"Sat","Weekend",0,0
1236,98,"DUK","PRE","Dukla","Prerov",29,17,2012-02-11,"2011/2012","RegularPhaseMatch",95,"Lubomír Kohout, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Miroslav Frank","Richard Bucek",14,9,2,1,208,45.04,627,57.35,73.26,92,35,529,53.49,72.35,"Sat","Weekend",0,0
1237,99,"KOP","LOV","Koprivnice","Lovosice",22,37,2012-02-11,"2011/2012","RegularPhaseMatch",200,"Bohumil Bruna, René Vostatek","Miroslav Barton","Ivo Vávra","Vojtech Srba","Pavel Haken",9,17,3,3,69,38.75,617,48.23,68.61,151,44.75,640,53.59,68.99,"Sat","Weekend",0,0
1238,100,"BRN","JIC","Brno","Jicín",20,32,2012-02-11,"2011/2012","RegularPhaseMatch",125,"Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Aleš Babák","Petr Kyncl",9,15,2,1,13,45,752,48.68,71.62,191,39.15,529,53.39,74.75,"Sat","Weekend",0,0
1239,101,"HRA","KAR","Hranice","Karviná",26,28,2012-02-12,"2011/2012","RegularPhaseMatch",180,"Bedrich Frieser, Lukáš Frieser","Libor Hrabal","Martin Potiška","Rastislav Trtík","Martin Kostelník",13,13,2,4,135,42.72,602,50.93,74.31,150,47.08,768,59.53,73.39,"Sun","Weekend",0,0
1240,102,"ZUB","PLZ","Zubrí","Plzen",24,22,2012-03-07,"2011/2012","RegularPhaseMatch",600,"Marek Becicka, Jirí Horák","Jirí Mika","Michal Balhárek","Martin Šetlík","Stanislav Raizl",9,10,3,3,321,49.79,742,57.21,75.99,100,40.41,508,54.48,71.42,"Wed","WorkingDay",0,0
1241,103,"LOV","ZUB","Lovosice","Zubrí",24,23,2012-02-07,"2011/2012","RegularPhaseMatch",800,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Mika","Michal Balhárek",15,10,3,2,151,44.75,640,53.59,68.99,321,49.79,742,57.21,75.99,"Tue","WorkingDay",0,0
1242,104,"PLZ","HRA","Plzen","Hranice",30,17,2012-02-08,"2011/2012","RegularPhaseMatch",370,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Martin Potiška",14,9,4,4,100,40.41,508,54.48,71.42,135,42.72,602,50.93,74.31,"Wed","WorkingDay",0,0
1243,105,"FRM","KOP","Frýdek-Místek","Koprivnice",38,30,2012-02-08,"2011/2012","RegularPhaseMatch",410,"Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Miroslav Barton","Ivo Vávra",19,16,4,4,173,38.82,589,53.4,67.36,69,38.75,617,48.23,68.61,"Wed","WorkingDay",0,0
1244,106,"JIC","TRE","Jicín","Trebon",30,20,2012-02-08,"2011/2012","RegularPhaseMatch",420,"Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Jan Pavlovský","Karel Petržala",11,11,1,1,191,39.15,529,53.39,74.75,63,35.65,502,42.24,68.08,"Wed","WorkingDay",0,0
1245,107,"KAR","DUK","Karviná","Dukla",28,25,2012-02-08,"2011/2012","RegularPhaseMatch",784,"Václav Horácek, Jirí Novotný","Rastislav Trtík","Roman Farár","Pavel Pauza","Milan Kotrc",16,13,2,0,150,47.08,768,59.53,73.39,208,45.04,627,57.35,73.26,"Wed","WorkingDay",0,1
1246,108,"PRE","BRN","Prerov","Brno",35,29,2012-02-08,"2011/2012","RegularPhaseMatch",125,"Marek Becicka, Jirí Horák","Miroslav Frank","Jirí Mužík","Jan Hegar","Josef Cikán",17,16,6,2,92,35,529,53.49,72.35,13,45,752,48.68,71.62,"Wed","WorkingDay",0,0
1247,109,"ZUB","FRM","Zubrí","Frýdek-Místek",31,29,2011-12-14,"2011/2012","RegularPhaseMatch",550,"Luboš Pavlícek, Vangelis Simu","Jirí Mika","Ivo Tovaryš","Jirí Kekrt","Petr Mazur",16,15,2,2,321,49.79,742,57.21,75.99,173,38.82,589,53.4,67.36,"Wed","WorkingDay",0,0
1248,110,"PRE","KAR","Prerov","Karviná",31,38,2011-12-15,"2011/2012","RegularPhaseMatch",321,"Jirí Opava, Pavel Válek","Miroslav Frank","Jirí Mužík","Rastislav Trtík","Martin Kostelník",15,19,6,0,92,35,529,53.49,72.35,150,47.08,768,59.53,73.39,"Thu","WorkingDay",0,0
1249,111,"HRA","LOV","Hranice","Lovosice",21,20,2011-12-17,"2011/2012","RegularPhaseMatch",210,"Luboš Pavlícek, Vangelis Simu","Libor Hrabal","Martin Potiška","Vojtech Srba","Pavel Haken",8,10,1,1,135,42.72,602,50.93,74.31,151,44.75,640,53.59,68.99,"Sat","Weekend",0,1
1250,112,"DUK","PLZ","Dukla","Plzen",29,27,2011-12-17,"2011/2012","RegularPhaseMatch",190,"Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl",17,15,2,3,208,45.04,627,57.35,73.26,100,40.41,508,54.48,71.42,"Sat","Weekend",0,0
1251,113,"BRN","TRE","Brno","Trebon",24,20,2011-12-17,"2011/2012","RegularPhaseMatch",315,"Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Jan Pavlovský","Zdenek Kubík",12,12,4,4,13,45,752,48.68,71.62,63,35.65,502,42.24,68.08,"Sat","Weekend",0,0
1252,114,"KOP","JIC","Koprivnice","Jicín",22,30,2011-12-17,"2011/2012","RegularPhaseMatch",300,"Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Aleš Babák","Petr Kyncl",10,15,1,1,69,38.75,617,48.23,68.61,191,39.15,529,53.39,74.75,"Sat","Weekend",0,0
1253,115,"TRE","KOP","Trebon","Koprivnice",20,22,2011-12-10,"2011/2012","RegularPhaseMatch",210,"Bedrich Frieser, Lukáš Frieser","Jan Pavlovský","Zdenek Kubík","Miroslav Barton","Ivo Vávra",9,11,1,3,63,35.65,502,42.24,68.08,69,38.75,617,48.23,68.61,"Sat","Weekend",0,0
1254,116,"LOV","DUK","Lovosice","Dukla",25,26,2011-12-10,"2011/2012","RegularPhaseMatch",758,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Pavel Pauza","Jan Krouský",13,11,2,4,151,44.75,640,53.59,68.99,208,45.04,627,57.35,73.26,"Sat","Weekend",0,1
1255,117,"BRN","KAR","Brno","Karviná",30,36,2011-12-10,"2011/2012","RegularPhaseMatch",140,"Marek Becicka, Jirí Horák","Jan Hegar","Zdenek Zima","Rastislav Trtík","Roman Farár",17,15,5,1,13,45,752,48.68,71.62,150,47.08,768,59.53,73.39,"Sat","Weekend",0,0
1256,118,"JIC","ZUB","Jicín","Zubrí",25,22,2011-12-10,"2011/2012","RegularPhaseMatch",880,"Tomáš Bubenícek, Jan Kosmák","Aleš Babák","Petr Kyncl","Jirí Mika","Ivo Tovaryš",10,11,1,1,191,39.15,529,53.39,74.75,321,49.79,742,57.21,75.99,"Sat","Weekend",0,0
1257,119,"PLZ","PRE","Plzen","Prerov",28,32,2011-12-11,"2011/2012","RegularPhaseMatch",180,"Radoslav Kavulic, Libor Skružný","Martin Šetlík","Milan Šedivec","Miroslav Frank","Richard Bucek",16,15,0,5,100,40.41,508,54.48,71.42,92,35,529,53.49,72.35,"Sun","Weekend",0,0
1258,120,"FRM","HRA","Frýdek-Místek","Hranice",23,23,2011-12-11,"2011/2012","RegularPhaseMatch",415,"Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Libor Hrabal","Martin Potiška",11,13,0,1,173,38.82,589,53.4,67.36,135,42.72,602,50.93,74.31,"Sun","Weekend",0,0
1259,121,"ZUB","TRE","Zubrí","Trebon",36,13,2011-11-09,"2011/2012","RegularPhaseMatch",600,"Marek Becicka, Jirí Horák","Jirí Mika","Ivo Tovaryš","Jan Pavlovský","Vít Mareš",19,6,3,1,321,49.79,742,57.21,75.99,63,35.65,502,42.24,68.08,"Wed","WorkingDay",0,0
1260,122,"KAR","PLZ","Karviná","Plzen",23,21,2011-11-30,"2011/2012","RegularPhaseMatch",497,"Václav Horácek, Jirí Novotný","Rastislav Trtík","Roman Farár","Martin Šetlík","Zuzana Strýcová",15,12,3,1,150,47.08,768,59.53,73.39,100,40.41,508,54.48,71.42,"Wed","WorkingDay",0,0
1261,123,"DUK","FRM","Dukla","Frýdek-Místek",36,26,2011-12-03,"2011/2012","RegularPhaseMatch",180,"Jirí Vetrovský, Martin Zych","Pavel Pauza","Milan Kotrc","Jirí Kekrt","Petr Mazur",18,13,1,4,208,45.04,627,57.35,73.26,173,38.82,589,53.4,67.36,"Sat","Weekend",0,0
1262,124,"BRN","KOP","Brno","Koprivnice",25,24,2011-12-03,"2011/2012","RegularPhaseMatch",248,"Milan Hájek, Karel Macho","Jan Hegar","Filip Hruza","Miroslav Barton","Ivo Vávra",12,14,3,1,13,45,752,48.68,71.62,69,38.75,617,48.23,68.61,"Sat","Weekend",0,0
1263,125,"HRA","JIC","Hranice","Jicín",26,26,2011-12-04,"2011/2012","RegularPhaseMatch",210,"Petr Halada, Dalibor Pavlát","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl",16,13,3,4,135,42.72,602,50.93,74.31,191,39.15,529,53.39,74.75,"Sun","Weekend",0,1
1264,126,"PRE","LOV","Prerov","Lovosice",24,33,2011-12-04,"2011/2012","RegularPhaseMatch",458,"Pavel Novotný, Petr Samek","Miroslav Frank","Jirí Mužík","Vojtech Srba","Pavel Haken",13,15,1,2,92,35,529,53.49,72.35,151,44.75,640,53.59,68.99,"Sun","Weekend",0,0
1265,127,"ZUB","KOP","Zubrí","Koprivnice",42,20,2011-11-22,"2011/2012","RegularPhaseMatch",600,"Pavel Novotný, Petr Samek","Jirí Mika","Ivo Tovaryš","Miroslav Barton","Ivo Vávra",24,9,2,0,321,49.79,742,57.21,75.99,69,38.75,617,48.23,68.61,"Tue","WorkingDay",0,0
1266,128,"KAR","LOV","Karviná","Lovosice",33,24,2011-11-23,"2011/2012","RegularPhaseMatch",659,"Michal Hanák, Petr Novák","Rastislav Trtík","Roman Farár","Vojtech Srba","Václav Bruža",14,10,0,0,150,47.08,768,59.53,73.39,151,44.75,640,53.59,68.99,"Wed","WorkingDay",0,0
1267,129,"DUK","JIC","Dukla","Jicín",20,19,2011-11-26,"2011/2012","RegularPhaseMatch",195,"Jirí Novotný, Václav Horácek","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl",9,7,4,2,208,45.04,627,57.35,73.26,191,39.15,529,53.39,74.75,"Sat","Weekend",0,0
1268,130,"PLZ","BRN","Plzen","Brno",27,27,2011-11-26,"2011/2012","RegularPhaseMatch",310,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Milan Šedivec","Jan Hegar","Zdenek Zima",15,16,2,3,100,40.41,508,54.48,71.42,13,45,752,48.68,71.62,"Sat","Weekend",0,0
1269,131,"PRE","FRM","Prerov","Frýdek-Místek",40,30,2011-11-27,"2011/2012","RegularPhaseMatch",263,"Jirí Králícek, Milan Letev","Miroslav Frank","Jirí Mužík","Jirí Kekrt","Petr Mazur",19,13,2,5,92,35,529,53.49,72.35,173,38.82,589,53.4,67.36,"Sun","Weekend",0,1
1270,132,"HRA","TRE","Hranice","Trebon",29,17,2011-11-27,"2011/2012","RegularPhaseMatch",225,"Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jan Pavlovský","Vladislav Jordák",15,7,0,3,135,42.72,602,50.93,74.31,63,35.65,502,42.24,68.08,"Sun","Weekend",0,0
1271,133,"BRN","ZUB","Brno","Zubrí",22,28,2011-11-19,"2011/2012","RegularPhaseMatch",420,"Lubomír Kohout, Vladimír Vaník","Jan Hegar","Filip Hruza","Jirí Mika","Ivo Tovaryš",10,15,0,2,13,45,752,48.68,71.62,321,49.79,742,57.21,75.99,"Sat","Weekend",0,0
1272,134,"JIC","PRE","Jicín","Prerov",45,30,2011-11-19,"2011/2012","RegularPhaseMatch",520,"Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Miroslav Frank","Richard Bucek",25,14,1,2,191,39.15,529,53.39,74.75,92,35,529,53.49,72.35,"Sat","Weekend",0,0
1273,135,"KOP","HRA","Koprivnice","Hranice",27,29,2011-11-19,"2011/2012","RegularPhaseMatch",253,"Tomáš Bubenícek, Michal Hanák","Miroslav Barton","Ivo Vávra","Libor Hrabal","Martin Potiška",12,15,2,0,69,38.75,617,48.23,68.61,135,42.72,602,50.93,74.31,"Sat","Weekend",0,0
1274,136,"LOV","PLZ","Lovosice","Plzen",27,25,2011-11-20,"2011/2012","RegularPhaseMatch",634,"Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl",15,14,3,1,151,44.75,640,53.59,68.99,100,40.41,508,54.48,71.42,"Sun","Weekend",0,1
1275,137,"TRE","DUK","Trebon","Dukla",17,26,2011-11-20,"2011/2012","RegularPhaseMatch",250,"Petr Halada, Dalibor Pavlát","Jan Pavlovský","Vladislav Jordák","Pavel Pauza","Milan Kotrc",10,10,3,3,63,35.65,502,42.24,68.08,208,45.04,627,57.35,73.26,"Sun","Weekend",0,0
1276,138,"FRM","KAR","Frýdek-Místek","Karviná",37,34,2011-11-20,"2011/2012","RegularPhaseMatch",585,"Václav Horácek, Jirí Novotný","Jirí Kekrt","Petr Mazur","Rastislav Trtík","Roman Farár",20,16,3,2,173,38.82,589,53.4,67.36,150,47.08,768,59.53,73.39,"Sun","Weekend",0,0
1277,139,"DUK","KOP","Dukla","Koprivnice",33,20,2011-11-12,"2011/2012","RegularPhaseMatch",110,"Bohumil Bruna, René Vostatek","Pavel Pauza","Milan Kotrc","Miroslav Barton","Ivo Vávra",12,10,3,3,208,45.04,627,57.35,73.26,69,38.75,617,48.23,68.61,"Sat","Weekend",0,0
1278,140,"LOV","BRN","Lovosice","Brno",34,16,2011-11-12,"2011/2012","RegularPhaseMatch",535,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jan Hegar","Filip Hruza",18,9,3,2,151,44.75,640,53.59,68.99,13,45,752,48.68,71.62,"Sat","Weekend",0,0
1279,141,"HRA","ZUB","Hranice","Zubrí",26,30,2011-11-12,"2011/2012","RegularPhaseMatch",370,"Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Jirí Mika","Ivo Tovaryš",16,14,4,4,135,42.72,602,50.93,74.31,321,49.79,742,57.21,75.99,"Sat","Weekend",0,1
1280,142,"KAR","JIC","Karviná","Jicín",35,29,2011-11-12,"2011/2012","RegularPhaseMatch",624,"Jirí Opava, Pavel Válek","Rastislav Trtík","Roman Farár","Aleš Babák","Petr Kyncl",17,13,3,1,150,47.08,768,59.53,73.39,191,39.15,529,53.39,74.75,"Sat","Weekend",0,0
1281,143,"PLZ","FRM","Plzen","Frýdek-Místek",29,32,2011-11-12,"2011/2012","RegularPhaseMatch",423,"Petr Halada, Dalibor Pavlát","Martin Šetlík","Milan Šedivec","Jirí Kekrt","Petr Mazur",10,11,1,3,100,40.41,508,54.48,71.42,173,38.82,589,53.4,67.36,"Sat","Weekend",0,0
1282,144,"PRE","TRE","Prerov","Trebon",29,22,2011-11-13,"2011/2012","RegularPhaseMatch",231,"Jirí Králícek, Milan Letev","Miroslav Frank","Jirí Mužík","Jan Pavlovský","Vladislav Jordák",15,8,5,1,92,35,529,53.49,72.35,63,35.65,502,42.24,68.08,"Sun","Weekend",0,0
1283,145,"JIC","PLZ","Jicín","Plzen",26,26,2011-10-27,"2011/2012","RegularPhaseMatch",780,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl",12,14,4,4,191,39.15,529,53.39,74.75,100,40.41,508,54.48,71.42,"Thu","WorkingDay",0,0
1284,146,"TRE","KAR","Trebon","Karviná",22,26,2011-10-29,"2011/2012","RegularPhaseMatch",220,"Tomáš Bubenícek, Jan Kosmák","Jan Pavlovský","Vladislav Jordák","Rastislav Trtík","Martin Kostelník",11,15,2,3,63,35.65,502,42.24,68.08,150,47.08,768,59.53,73.39,"Sat","Weekend",0,0
1285,147,"BRN","HRA","Brno","Hranice",24,36,2011-10-29,"2011/2012","RegularPhaseMatch",548,"Jirí Králícek, Vangelis Simu","Jan Hegar","Filip Hruza","Libor Hrabal","Martin Potiška",14,17,1,0,13,45,752,48.68,71.62,135,42.72,602,50.93,74.31,"Sat","Weekend",0,0
1286,148,"KOP","PRE","Koprivnice","Prerov",27,34,2011-10-29,"2011/2012","RegularPhaseMatch",301,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Miroslav Frank","Jirí Mužík",16,16,5,3,69,38.75,617,48.23,68.61,92,35,529,53.49,72.35,"Sat","Weekend",0,0
1287,149,"ZUB","DUK","Zubrí","Dukla",22,22,2011-10-30,"2011/2012","RegularPhaseMatch",800,"Václav Horácek, Jirí Novotný","Jirí Mika","Ivo Tovaryš","Pavel Pauza","Milan Kotrc",10,10,1,6,321,49.79,742,57.21,75.99,208,45.04,627,57.35,73.26,"Sun","Weekend",0,1
1288,150,"FRM","LOV","Frýdek-Místek","Lovosice",28,33,2011-10-30,"2011/2012","RegularPhaseMatch",315,"Jirí Králícek, Milan Letev","Jirí Kekrt","Petr Mazur","Vojtech Srba","Pavel Haken",14,17,4,2,173,38.82,589,53.4,67.36,151,44.75,640,53.59,68.99,"Sun","Weekend",0,0
1289,151,"DUK","HRA","Dukla","Hranice",27,24,2011-10-22,"2011/2012","RegularPhaseMatch",140,"Lubomír Kohout, Vladimír Vaník","Pavel Pauza","Jan Krouský","Libor Hrabal","Martin Potiška",16,16,2,2,208,45.04,627,57.35,73.26,135,42.72,602,50.93,74.31,"Sat","Weekend",0,0
1290,152,"KAR","KOP","Karviná","Koprivnice",42,27,2011-10-22,"2011/2012","RegularPhaseMatch",668,"Jirí Králícek, Milan Letev","Rastislav Trtík","Roman Farár","Miroslav Barton","Ivo Vávra",21,12,3,0,150,47.08,768,59.53,73.39,69,38.75,617,48.23,68.61,"Sat","Weekend",0,0
1291,153,"PLZ","TRE","Plzen","Trebon",30,16,2011-10-22,"2011/2012","RegularPhaseMatch",400,"Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Milan Šedivec","Jan Pavlovský","Vladislav Jordák",12,6,0,1,100,40.41,508,54.48,71.42,63,35.65,502,42.24,68.08,"Sat","Weekend",0,0
1292,154,"PRE","ZUB","Prerov","Zubrí",30,30,2011-10-23,"2011/2012","RegularPhaseMatch",274,"Tomáš Bubenícek, Jan Kosmák","Miroslav Frank","Jirí Mužík","Jirí Mika","Ivo Tovaryš",15,15,7,2,92,35,529,53.49,72.35,321,49.79,742,57.21,75.99,"Sun","Weekend",0,0
1293,155,"LOV","JIC","Lovosice","Jicín",26,29,2011-10-23,"2011/2012","RegularPhaseMatch",814,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl",15,15,3,1,151,44.75,640,53.59,68.99,191,39.15,529,53.39,74.75,"Sun","Weekend",0,1
1294,156,"FRM","BRN","Frýdek-Místek","Brno",26,27,2011-10-23,"2011/2012","RegularPhaseMatch",440,"Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Jan Hegar","Filip Hruza",16,14,4,1,173,38.82,589,53.4,67.36,13,45,752,48.68,71.62,"Sun","Weekend",0,0
1295,157,"BRN","DUK","Brno","Dukla",19,27,2011-10-12,"2011/2012","RegularPhaseMatch",0,"Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Pavel Pauza","Jan Krouský",10,11,2,1,13,45,752,48.68,71.62,208,45.04,627,57.35,73.26,"Wed","WorkingDay",0,0
1296,158,"TRE","LOV","Trebon","Lovosice",15,36,2011-10-15,"2011/2012","RegularPhaseMatch",150,"Petr Halada, Dalibor Pavlát","Jan Pavlovský","Vladislav Jordák","Vojtech Srba","Pavel Haken",9,19,2,0,63,35.65,502,42.24,68.08,151,44.75,640,53.59,68.99,"Sat","Weekend",0,0
1297,159,"JIC","FRM","Jicín","Frýdek-Místek",27,27,2011-10-15,"2011/2012","RegularPhaseMatch",420,"Bohumil Bruna, René Vostatek","Aleš Babák","Petr Kyncl","Jirí Kekrt","Petr Mazur",15,13,5,2,191,39.15,529,53.39,74.75,173,38.82,589,53.4,67.36,"Sat","Weekend",0,1
1298,160,"KOP","PLZ","Koprivnice","Plzen",25,25,2011-10-15,"2011/2012","RegularPhaseMatch",280,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Martin Šetlík","Milan Šedivec",10,14,6,3,69,38.75,617,48.23,68.61,100,40.41,508,54.48,71.42,"Sat","Weekend",0,0
1299,161,"HRA","PRE","Hranice","Prerov",28,36,2011-10-16,"2011/2012","RegularPhaseMatch",280,"Tomáš Bubenícek, Jan Kosmák","Libor Hrabal","Martin Potiška","Miroslav Frank","Jirí Mužík",10,17,3,3,135,42.72,602,50.93,74.31,92,35,529,53.49,72.35,"Sun","Weekend",0,0
1300,162,"ZUB","KAR","Zubrí","Karviná",28,21,2011-10-16,"2011/2012","RegularPhaseMatch",800,"Václav Horácek, Jirí Novotný","Jirí Mika","Ivo Tovaryš","Rastislav Trtík","Roman Farár",14,6,1,3,321,49.79,742,57.21,75.99,150,47.08,768,59.53,73.39,"Sun","Weekend",0,1
1301,163,"PRE","DUK","Prerov","Dukla",28,33,2011-10-05,"2011/2012","RegularPhaseMatch",184,"Jirí Vetrovský, Martin Zych","Miroslav Frank","Jirí Mužík","Pavel Pauza","Milan Kotrc",14,14,2,2,92,35,529,53.49,72.35,208,45.04,627,57.35,73.26,"Wed","WorkingDay",0,0
1302,164,"LOV","KOP","Lovosice","Koprivnice",37,17,2011-10-08,"2011/2012","RegularPhaseMatch",615,"Lubomír Kohout, Vladimír Vaník","Vojtech Srba","Pavel Haken","Miroslav Barton","Ivo Vávra",16,9,3,1,151,44.75,640,53.59,68.99,69,38.75,617,48.23,68.61,"Sat","Weekend",0,0
1303,165,"JIC","BRN","Jicín","Brno",29,19,2011-10-08,"2011/2012","RegularPhaseMatch",590,"Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Jan Hegar","Filip Hruza",15,7,5,2,191,39.15,529,53.39,74.75,13,45,752,48.68,71.62,"Sat","Weekend",0,0
