"Global.Match.ID","Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Season.Phase","Season","CT.Broadcast","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals"
106,40,"Sokol Nové Veselí","Cement Hranice",33,26,2018-05-06,180,"Jirí Špunar, David Šlezingr","Pavel Hladík","Stanislav Krcál","Martin Marek","Martin Schober","9till12placeMatch","2017/2018",0,13,13,1,3
107,41,"SKKP Handball Brno","HBC Strakonice 1921",30,29,2018-05-13,150,"Milan Hájek, Karel Macho","Ivan Minarík","Vít Kucera","Roman Marienka","Jaroslav Houska","9till12placeMatch","2017/2018",0,15,14,2,5
108,42,"SKKP Handball Brno","Sokol Nové Veselí",31,35,2018-05-05,183,"Jirí Opava, Pavel Válek","Ivan Minarík","Vít Kucera","Pavel Hladík","Stanislav Krcál","9till12placeMatch","2017/2018",0,13,16,1,4
109,43,"HBC Strakonice 1921","Cement Hranice",33,38,2018-05-05,325,"Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Martin Marek","Martin Schober","9till12placeMatch","2017/2018",0,14,18,0,4
110,44,"SKKP Handball Brno","Cement Hranice",36,32,2018-04-27,228,"Karel Macho, Milan Hájek","Ivan Minarík","Vít Kucera","Martin Marek","Martin Stržínek","9till12placeMatch","2017/2018",0,18,14,2,1
111,45,"Sokol Nové Veselí","HBC Strakonice 1921",32,15,2018-04-28,200,"Premysl Fukala, Radek Mohyla","Pavel Hladík","Stanislav Krcál","Roman Marienka","Jaroslav Houska","9till12placeMatch","2017/2018",0,17,7,0,1
112,46,"Cement Hranice","Sokol Nové Veselí",26,20,2018-04-20,60,"Adam Baader, Jirí Novotný","Martin Marek","Martin Potiška","Pavel Hladík","Stanislav Krcál","9till12placeMatch","2017/2018",0,10,7,0,0
113,47,"HBC Strakonice 1921","SKKP Handball Brno",29,29,2018-04-21,370,"Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Ivan Minarík","Vít Kucera","9till12placeMatch","2017/2018",0,14,14,5,3
114,48,"Sokol Nové Veselí","SKKP Handball Brno",32,24,2018-04-13,250,"Milan Hájek, Karel Macho","Pavel Hladík","Stanislav Krcál","Ivan Minarík","Vít Kucera","9till12placeMatch","2017/2018",0,15,12,3,3
115,49,"Cement Hranice","HBC Strakonice 1921",34,27,2018-04-14,100,"Tomáš Kozler, Martin Zych","Martin Marek","Martin Potiška","Roman Marienka","Jaroslav Houska","9till12placeMatch","2017/2018",0,16,12,3,1
116,50,"HK FCC Mesto Lovosice","HBC Strakonice 1921",38,31,2018-03-28,490,"Tomáš Kozler, Martin Zych","Roman Jelínek","Pavel Haken","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,19,18,2,3
117,51,"M.A.T. Plzen","SKKP Handball Brno",30,26,2018-03-28,520,"Dalibor Pavlát, Ludek Tocík","Michal Tonar","Stanislav Raizl","Ivan Minarík","Vít Kucera","RegularPhaseMatch","2017/2018",0,15,14,7,2
118,52,"HCB Karviná","Dukla Praha",28,28,2018-03-30,1196,"Milan Hájek, Karel Macho","Marek Michalisko","Jan Užek","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0,17,14,3,5
119,53,"Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,29,2018-03-30,587,"Mojmír Valášek, Jaroslav Vychodil","Jirí Kekrt","Petr Mazur","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,14,12,0,2
120,54,"Koprivnice","HBC Ronal Jicín",30,23,2018-03-30,890,"Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,16,11,4,6
121,55,"Sokol Nové Veselí","Cement Hranice",26,25,2018-03-30,300,"Václav Horácek, Jirí Novotný","Pavel Hladík","Stanislav Krcál","Martin Marek","Martin Potiška","RegularPhaseMatch","2017/2018",0,15,11,1,3
122,56,"HBC Ronal Jicín","Pepino SKP Frýdek-Místek",32,22,2018-03-24,650,"Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0,18,10,2,3
123,57,"Dukla Praha","M.A.T. Plzen",25,31,2018-03-24,360,"Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,13,11,3,1
124,58,"HC ROBE Zubrí","HK FCC Mesto Lovosice",31,21,2018-03-24,1183,"Premysl Fukala, Radek Mohyla","Andrej Titkov","Matej Šustácek","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0,15,13,3,2
125,59,"Cement Hranice","Koprivnice",34,25,2018-03-24,180,"Marek Becicka, Jirí Horák","Martin Marek","Martin Potiška","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,20,9,4,4
126,60,"SKKP Handball Brno","Sokol Nové Veselí",20,29,2018-03-24,611,"Michal Hanák, Luboš Pavlícek","Ivan Minarík","Vít Kucera","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,8,13,2,2
127,61,"HBC Strakonice 1921","HCB Karviná",29,35,2018-03-24,405,"Dalibor Pavlát, Ludek Tocík","Roman Marienka","Jaroslav Houska","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,17,16,2,1
128,62,"Cement Hranice","SKKP Handball Brno",24,24,2018-03-17,120,"Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Ivan Minarík","Jan Schneider","RegularPhaseMatch","2017/2018",0,14,11,3,2
129,63,"HK FCC Mesto Lovosice","HBC Ronal Jicín",21,20,2018-03-17,457,"Jirí Králícek, Milan Letev","Roman Jelínek","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,14,12,5,1
130,64,"Sokol Nové Veselí","Dukla Praha",18,27,2018-03-17,300,"Tomáš Bubenícek, Tomáš Petruška","Pavel Hladík","Stanislav Krcál","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0,12,14,3,0
131,65,"Koprivnice","Pepino SKP Frýdek-Místek",29,32,2018-03-17,790,"Dalibor Pavlát, Ludek Tocík","Lubomír Vermirovský","Igor Fulnek","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0,14,17,2,2
132,66,"HCB Karviná","HC ROBE Zubrí",23,28,2018-03-18,1112,"Václav Horácek, Jirí Novotný","Marek Michalisko","Michal Jašcenko","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,9,9,2,0
133,67,"M.A.T. Plzen","HBC Strakonice 1921",31,21,2018-03-18,580,"Mojmír Valášek, Jaroslav Vychodil","Michal Tonar","Stanislav Raizl","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,18,10,2,2
134,68,"Dukla Praha","Cement Hranice",30,20,2018-03-10,195,"Adam Baader, Jirí Novotný","Jan Josef","Jirí Kotrc","Libor Hrabal","Martin Stržínek","RegularPhaseMatch","2017/2018",0,17,12,5,3
135,69,"SKKP Handball Brno","Koprivnice",29,34,2018-03-10,503,"Premysl Fukala, Radek Mohyla","Ivan Minarík","Jan Schneider","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,16,15,1,2
136,70,"HBC Ronal Jicín","HCB Karviná",24,28,2018-03-10,580,"Tomáš Bubenícek, Tomáš Petruška","Aleš Babák","Petr Kyncl","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,10,12,3,1
137,71,"HC ROBE Zubrí","M.A.T. Plzen",24,23,2018-03-10,1182,"Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,13,14,2,3
138,72,"HBC Strakonice 1921","Sokol Nové Veselí",24,30,2018-03-10,405,"Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,15,13,2,2
139,73,"Pepino SKP Frýdek-Místek","HK FCC Mesto Lovosice",32,29,2018-03-10,421,"Pavel Blanar, Michael Haramul","Jirí Kekrt","Petr Mazur","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0,16,11,1,6
140,74,"Koprivnice","HK FCC Mesto Lovosice",28,29,2018-03-03,320,"Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0,13,13,3,4
141,75,"SKKP Handball Brno","Dukla Praha",30,32,2018-03-03,658,"Dalibor Pavlát, Ludek Tocík",,"Vít Kucera","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0,15,18,4,2
142,76,"Sokol Nové Veselí","HC ROBE Zubrí",25,27,2018-03-03,250,"Marek Becicka, Jirí Horák","Pavel Hladík","Stanislav Krcál","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,10,15,2,3
143,77,"HCB Karviná","Pepino SKP Frýdek-Místek",27,22,2018-03-04,983,"Premysl Fukala, Radek Mohyla","Marek Michalisko","Jan Užek","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0,15,12,7,2
144,78,"Cement Hranice","HBC Strakonice 1921",40,28,2018-03-04,100,"Tomáš Bubenícek, Tomáš Petruška","Libor Hrabal","Martin Potiška","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,21,12,1,2
145,79,"M.A.T. Plzen","HBC Ronal Jicín",23,22,2018-03-04,460,"Tomáš Kozler, Martin Zych","Michal Tonar","Stanislav Raizl","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,12,12,2,4
146,80,"Dukla Praha","Koprivnice",27,22,2018-02-24,155,"Milan Hájek, Karel Macho","Daniel Curda","Jirí Kotrc","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,13,11,6,1
147,81,"HK FCC Mesto Lovosice","HCB Karviná",25,25,2018-02-24,623,"Marek Becicka, Jirí Horák","Roman Jelínek","Pavel Haken","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,12,14,2,1
148,82,"SKKP Handball Brno","HBC Strakonice 1921",33,32,2018-02-24,545,"Adam Baader, Jirí Novotný","Aleš Korínek","Vít Kucera","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,18,9,2,5
149,83,"HBC Ronal Jicín","Sokol Nové Veselí",22,21,2018-02-24,615,"Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,14,9,2,3
150,84,"HC ROBE Zubrí","Cement Hranice",34,28,2018-02-24,1234,"Martin Kosa, Pavel Švidernoch","Andrej Titkov","Ivo Tovaryš","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2017/2018",0,21,10,5,3
151,85,"Pepino SKP Frýdek-Místek","M.A.T. Plzen",23,22,2018-02-25,452,"Václav Horácek, Jirí Novotný","Jirí Kekrt","Petr Mazur","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,12,11,4,2
152,86,"Dukla Praha","HBC Strakonice 1921",32,24,2018-02-17,260,"Martin Kosa, Pavel Švidernoch","Daniel Curda","Jirí Kotrc","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,16,13,1,1
153,87,"SKKP Handball Brno","HC ROBE Zubrí",24,27,2018-02-17,511,"Tomáš Bubenícek, Tomáš Petruška","Aleš Korínek","Vít Kucera","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,13,15,2,2
154,88,"Koprivnice","HCB Karviná",27,32,2018-02-17,720,"Lukáš Frieser, Radoslav Kavulic","Lubomír Vermirovský","Igor Fulnek","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,12,13,1,0
155,89,"Sokol Nové Veselí","Pepino SKP Frýdek-Místek",25,28,2018-02-17,300,"Mojmír Valášek, Jaroslav Vychodil","Pavel Hladík","Stanislav Krcál","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0,13,14,2,3
156,90,"Cement Hranice","HBC Ronal Jicín",28,22,2018-02-18,160,"Lukáš Frieser, Radoslav Kavulic","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,11,9,2,2
157,91,"M.A.T. Plzen","HK FCC Mesto Lovosice",23,30,2018-02-18,520,"Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0,11,14,1,2
158,92,"HK FCC Mesto Lovosice","Sokol Nové Veselí",40,22,2018-02-10,532,"Michal Hanák, Luboš Pavlícek","Roman Jelínek","Pavel Haken","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,21,8,2,0
159,93,"HBC Ronal Jicín","SKKP Handball Brno",30,25,2018-02-10,450,"Marek Becicka, Jirí Horák","Aleš Babák","Petr Kyncl","Aleš Korínek","Vít Kucera","RegularPhaseMatch","2017/2018",0,14,10,2,1
160,94,"HC ROBE Zubrí","Dukla Praha",29,28,2018-02-10,1238,"Premysl Fukala, Radek Mohyla","Andrej Titkov","Ivo Tovaryš","Jirí Kotrc","Jirí Neumann","RegularPhaseMatch","2017/2018",0,13,18,4,4
161,95,"HBC Strakonice 1921","Koprivnice",27,27,2018-02-10,405,"Pavel Blanar, Michael Haramul","Roman Marienka","Jaroslav Houska","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,10,15,2,5
162,96,"HCB Karviná","M.A.T. Plzen",30,27,2018-02-11,920,"Marek Becicka, Jirí Horák","Marek Michalisko","Michal Jašcenko","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,12,18,4,1
163,97,"Pepino SKP Frýdek-Místek","Cement Hranice",31,30,2018-02-11,350,"Milan Hájek, Karel Macho","Jirí Kekrt","Petr Mazur","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0,15,18,2,2
164,98,"Dukla Praha","HBC Ronal Jicín",36,25,2018-02-03,240,"Marek Becicka, Jirí Horák","Daniel Curda","Jirí Kotrc","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,15,15,1,3
165,99,"SKKP Handball Brno","Pepino SKP Frýdek-Místek",32,30,2018-02-03,638,"Michal Hanák, Jirí Králícek","Aleš Korínek","Vít Kucera","Petr Mazur","Milan Sikora","RegularPhaseMatch","2017/2018",0,17,16,1,1
166,100,"HBC Strakonice 1921","HC ROBE Zubrí",29,26,2018-02-03,405,"Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,13,16,2,2
167,101,"Sokol Nové Veselí","HCB Karviná",21,22,2018-02-03,350,"Lukáš Frieser, Radoslav Kavulic","Pavel Hladík","Stanislav Krcál","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,12,12,0,5
168,102,"Cement Hranice","HK FCC Mesto Lovosice",24,27,2018-02-04,250,"Tomáš Bubenícek, Tomáš Petruška","Libor Hrabal","Martin Potiška","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0,14,14,2,0
169,103,"M.A.T. Plzen","Koprivnice",28,26,2018-02-04,650,"Mojmír Valášek, Jaroslav Vychodil","Michal Tonar","Stanislav Raizl","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,11,12,0,2
170,104,"Pepino SKP Frýdek-Místek","Dukla Praha",26,34,2017-12-16,415,"Lukáš Frieser, Radoslav Kavulic","Lubomír Kavka","Petr Mazur","Jan Josef","Daniel Curda","RegularPhaseMatch","2017/2018",0,14,14,2,5
171,105,"HBC Ronal Jicín","HBC Strakonice 1921",34,24,2017-12-16,460,"Premysl Fukala, Radek Mohyla","Aleš Babák","Petr Kyncl","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,18,12,6,4
172,106,"HC ROBE Zubrí","Koprivnice",30,30,2017-12-16,622,"Jirí Králícek, Milan Letev","Andrej Titkov","Ivo Tovaryš","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,18,16,3,7
173,107,"SKKP Handball Brno","HK FCC Mesto Lovosice",32,29,2017-12-16,712,"Mojmír Valášek, Jaroslav Vychodil","Aleš Korínek","Vít Kucera","Roman Jelínek","Radek Provinský","RegularPhaseMatch","2017/2018",1,15,15,4,4
174,108,"HCB Karviná","Cement Hranice",32,26,2017-12-17,875,"Lukáš Frieser, Radoslav Kavulic","Marek Michalisko","Jan Užek","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0,16,14,0,1
175,109,"M.A.T. Plzen","Sokol Nové Veselí",26,22,2017-12-17,720,"Premysl Fukala, Radek Mohyla","Michal Tonar","Stanislav Raizl","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,15,6,1,1
176,110,"HBC Strakonice 1921","Pepino SKP Frýdek-Místek",29,23,2017-12-09,380,"Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Lubomír Kavka","Petr Mazur","RegularPhaseMatch","2017/2018",0,13,14,3,1
177,111,"Dukla Praha","HK FCC Mesto Lovosice",30,30,2017-12-09,390,"Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0,15,17,3,2
178,112,"SKKP Handball Brno","HCB Karviná",30,27,2017-12-09,538,"Marek Becicka, Jirí Horák","Ivan Minarík","Vít Kucera","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,11,11,2,2
179,113,"HC ROBE Zubrí","HBC Ronal Jicín",28,22,2017-12-09,423,"Tomáš Bubenícek, Tomáš Petruška","Andrej Titkov","Ivo Tovaryš","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,14,8,4,1
180,114,"Koprivnice","Sokol Nové Veselí",28,21,2017-12-09,540,"Dalibor Pavlát, Ludek Tocík","Lubomír Vermirovský","Igor Fulnek","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,14,11,4,1
181,115,"Cement Hranice","M.A.T. Plzen",20,24,2017-12-10,253,"Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Schober","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,11,12,2,1
182,116,"HBC Ronal Jicín","Koprivnice",31,29,2017-11-30,490,"Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",1,16,16,2,1
183,117,"Cement Hranice","Sokol Nové Veselí",26,21,2017-12-02,450,"Martin Kosa, Pavel Švidernoch","Libor Hrabal","Martin Schober","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,14,7,3,3
184,118,"Dukla Praha","HCB Karviná",39,32,2017-12-02,380,"Pavel Blanar, Michael Haramul","Jan Josef","Jirí Kotrc","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,18,16,4,3
185,119,"HBC Strakonice 1921","HK FCC Mesto Lovosice",21,36,2017-12-02,400,"Pavel Friedel, Tomáš Kucerka","Roman Marienka","Jaroslav Houska","Václav Starý","Pavel Haken","RegularPhaseMatch","2017/2018",0,11,18,4,2
186,120,"HC ROBE Zubrí","Pepino SKP Frýdek-Místek",22,21,2017-12-03,437,"Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Lubomír Kavka","Petr Mazur","RegularPhaseMatch","2017/2018",0,11,13,0,0
187,121,"SKKP Handball Brno","M.A.T. Plzen",30,35,2017-12-03,519,"Premysl Fukala, Radek Mohyla","Jozef Hanták","Vít Kucera","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,11,18,3,3
188,122,"HK FCC Mesto Lovosice","HC ROBE Zubrí",26,24,2017-11-25,620,"Václav Horácek, Jirí Novotný","Roman Jelínek","Pavel Haken","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,15,12,2,0
189,123,"Pepino SKP Frýdek-Místek","HBC Ronal Jicín",31,22,2017-11-25,467,"Martin Kosa, Pavel Švidernoch","Lubomír Kavka","Petr Mazur","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,13,13,5,5
190,124,"Koprivnice","Cement Hranice",32,31,2017-11-25,650,"Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0,17,17,3,1
191,125,"HCB Karviná","HBC Strakonice 1921",38,26,2017-11-26,820,"Tomáš Deml, Michal Dvorácek","Marek Michalisko","Jan Užek","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,19,12,3,5
192,126,"M.A.T. Plzen","Dukla Praha",31,31,2017-11-26,1060,"Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0,13,17,2,2
193,127,"Sokol Nové Veselí","SKKP Handball Brno",30,29,2017-11-26,350,"Adam Baader, Jirí Novotný","Pavel Hladík","Stanislav Krcál","Jozef Hanták","Vít Kucera","RegularPhaseMatch","2017/2018",0,18,16,4,3
194,128,"Dukla Praha","Sokol Nové Veselí",31,23,2017-11-18,245,"Marek Becicka, Jirí Horák","Jan Josef","Jirí Kotrc","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,15,11,3,3
195,129,"SKKP Handball Brno","Cement Hranice",26,28,2017-11-18,0,"Lukáš Frieser, Radoslav Kavulic","Jozef Hanták","Vít Kucera","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0,15,12,1,1
196,130,"HBC Ronal Jicín","HK FCC Mesto Lovosice",20,29,2017-11-18,700,"Adam Baader, Jirí Novotný","Aleš Babák","Petr Kyncl","Milan Berka","Pavel Haken","RegularPhaseMatch","2017/2018",0,9,12,2,2
197,131,"HC ROBE Zubrí","HCB Karviná",33,26,2017-11-18,500,"Premysl Fukala, Radek Mohyla","Andrej Titkov","Ivo Tovaryš","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0,15,15,5,2
198,132,"HBC Strakonice 1921","M.A.T. Plzen",25,31,2017-11-18,405,"Michal Hanák, Luboš Pavlícek","Roman Marienka","Jaroslav Houska","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,13,12,2,4
199,133,"Pepino SKP Frýdek-Místek","Koprivnice",26,26,2017-11-19,551,"Tomáš Bubenícek, Tomáš Petruška","Lubomír Kavka","Petr Mazur","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,14,14,4,1
200,134,"HK FCC Mesto Lovosice","Pepino SKP Frýdek-Místek",28,31,2017-11-11,769,"Marek Becicka, Jirí Horák","Milan Berka","Pavel Haken","Lubomír Kavka","Petr Mazur","RegularPhaseMatch","2017/2018",0,16,17,4,4
201,135,"Sokol Nové Veselí","HBC Strakonice 1921",24,27,2017-11-11,290,"Mojmír Valášek, Jaroslav Vychodil","Pavel Hladík","Stanislav Krcál","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0,15,15,2,2
202,136,"Koprivnice","SKKP Handball Brno",31,31,2017-11-11,750,"Václav Horácek, Jirí Novotný","Lubomír Vermirovský","Igor Fulnek","Jozef Hanták","Vít Kucera","RegularPhaseMatch","2017/2018",0,16,15,1,4
203,137,"HCB Karviná","HBC Ronal Jicín",30,23,2017-11-12,938,"Dalibor Pavlát, Ludek Tocík","Marek Michalisko","Jan Užek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,17,11,4,2
204,138,"Cement Hranice","Dukla Praha",21,16,2017-11-12,350,"Tomáš Bubenícek, Tomáš Petruška","Libor Hrabal","Martin Potiška","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0,11,8,3,1
205,139,"M.A.T. Plzen","HC ROBE Zubrí",33,23,2017-11-12,780,"Marek Becicka, Jirí Horák","Michal Tonar","Stanislav Raizl","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0,19,14,2,1
206,140,"Pepino SKP Frýdek-Místek","HCB Karviná",26,32,2017-11-01,499,"Lukáš Frieser, Radoslav Kavulic","Lubomír Kavka","Petr Mazur","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",1,12,20,5,4
207,141,"HK FCC Mesto Lovosice","Koprivnice",34,32,2017-11-04,854,"Pavel Blanar, Michael Haramul","Milan Berka","Pavel Haken","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0,18,15,2,3
208,142,"Dukla Praha","SKKP Handball Brno",26,21,2017-11-04,210,"Dalibor Pavlát, Ludek Tocík","Jan Josef","Jirí Kotrc","Jozef Hanták","Vít Kucera","RegularPhaseMatch","2017/2018",0,11,8,3,5
209,143,"HBC Ronal Jicín","M.A.T. Plzen",26,25,2017-11-04,680,"Jirí Králícek, Milan Letev","Aleš Babák","Petr Kyncl","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0,15,12,3,2
210,144,"HC ROBE Zubrí","Sokol Nové Veselí",27,25,2017-11-04,428,"Tomáš Kozler, Martin Zych","Andrej Titkov","Ivo Tovaryš","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0,15,13,3,6
211,145,"HBC Strakonice 1921","Cement Hranice",23,29,2017-11-04,405,"Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0,10,13,2,2
212,146,"M.A.T. Plzen","Pepino SKP Frýdek-Místek",31,20,2017-10-11,450,"Tomáš Kozler, Martin Zych","Michal Tonar","Stanislav Raizl","Petr Mazur","Milan Sikora","RegularPhaseMatch","2017/2018",0,13,12,0,1
213,147,"Cement Hranice","HC ROBE Zubrí",23,31,2017-10-12,300,"Jirí Opava, Pavel Válek","Libor Hrabal","Martin Stržínek","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",1,12,14,2,1
214,148,"Sokol Nové Veselí","HBC Ronal Jicín",24,24,2017-10-14,350,"Michal Hanák, Luboš Pavlícek","Pavel Hladík","Stanislav Krcál","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0,13,13,3,0
215,149,"Koprivnice","Dukla Praha",34,32,2017-10-14,580,"Pavel Blanar, Michael Haramul","Lubomír Vermirovský","Igor Fulnek","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0,14,14,3,5
216,150,"HBC Strakonice 1921","SKKP Handball Brno",24,23,2017-10-14,405,"Lukáš Frieser, Radoslav Kavulic","Roman Marienka","Jaroslav Houska","Jozef Hanták","Vít Kucera","RegularPhaseMatch","2017/2018",0,13,14,3,1
