"Global.Match.ID","Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Season.Phase","Season","CT.Broadcast","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals"
1266,128,"Karviná","Lovosice",33,24,2011-11-23,659,"Michal Hanák, Petr Novák","Rastislav Trtík","Roman Farár","Vojtech Srba","Václav Bruža","RegularPhaseMatch","2011/2012",0,14,10,0,0
1267,129,"Dukla","Jicín",20,19,2011-11-26,195,"Jirí Novotný, Václav Horácek","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0,9,7,4,2
1268,130,"Plzen","Brno",27,27,2011-11-26,310,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Milan Šedivec","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2011/2012",0,15,16,2,3
1269,131,"Prerov","Frýdek-Místek",40,30,2011-11-27,263,"Jirí Králícek, Milan Letev","Miroslav Frank","Jirí Mužík","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",1,19,13,2,5
1270,132,"Hranice","Trebon",29,17,2011-11-27,225,"Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0,15,7,0,3
1271,133,"Brno","Zubrí",22,28,2011-11-19,420,"Lubomír Kohout, Vladimír Vaník","Jan Hegar","Filip Hruza","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0,10,15,0,2
1272,134,"Jicín","Prerov",45,30,2011-11-19,520,"Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Miroslav Frank","Richard Bucek","RegularPhaseMatch","2011/2012",0,25,14,1,2
1273,135,"Koprivnice","Hranice",27,29,2011-11-19,253,"Tomáš Bubenícek, Michal Hanák","Miroslav Barton","Ivo Vávra","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0,12,15,2,0
1274,136,"Lovosice","Plzen",27,25,2011-11-20,634,"Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",1,15,14,3,1
1275,137,"Trebon","Dukla",17,26,2011-11-20,250,"Petr Halada, Dalibor Pavlát","Jan Pavlovský","Vladislav Jordák","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",0,10,10,3,3
1276,138,"Frýdek-Místek","Karviná",37,34,2011-11-20,585,"Václav Horácek, Jirí Novotný","Jirí Kekrt","Petr Mazur","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",0,20,16,3,2
1277,139,"Dukla","Koprivnice",33,20,2011-11-12,110,"Bohumil Bruna, René Vostatek","Pavel Pauza","Milan Kotrc","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0,12,10,3,3
1278,140,"Lovosice","Brno",34,16,2011-11-12,535,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0,18,9,3,2
1279,141,"Hranice","Zubrí",26,30,2011-11-12,370,"Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",1,16,14,4,4
1280,142,"Karviná","Jicín",35,29,2011-11-12,624,"Jirí Opava, Pavel Válek","Rastislav Trtík","Roman Farár","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0,17,13,3,1
1281,143,"Plzen","Frýdek-Místek",29,32,2011-11-12,423,"Petr Halada, Dalibor Pavlát","Martin Šetlík","Milan Šedivec","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",0,10,11,1,3
1282,144,"Prerov","Trebon",29,22,2011-11-13,231,"Jirí Králícek, Milan Letev","Miroslav Frank","Jirí Mužík","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0,15,8,5,1
1283,145,"Jicín","Plzen",26,26,2011-10-27,780,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",0,12,14,4,4
1284,146,"Trebon","Karviná",22,26,2011-10-29,220,"Tomáš Bubenícek, Jan Kosmák","Jan Pavlovský","Vladislav Jordák","Rastislav Trtík","Martin Kostelník","RegularPhaseMatch","2011/2012",0,11,15,2,3
1285,147,"Brno","Hranice",24,36,2011-10-29,548,"Jirí Králícek, Vangelis Simu","Jan Hegar","Filip Hruza","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0,14,17,1,0
1286,148,"Koprivnice","Prerov",27,34,2011-10-29,301,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0,16,16,5,3
1287,149,"Zubrí","Dukla",22,22,2011-10-30,800,"Václav Horácek, Jirí Novotný","Jirí Mika","Ivo Tovaryš","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",1,10,10,1,6
1288,150,"Frýdek-Místek","Lovosice",28,33,2011-10-30,315,"Jirí Králícek, Milan Letev","Jirí Kekrt","Petr Mazur","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",0,14,17,4,2
1289,151,"Dukla","Hranice",27,24,2011-10-22,140,"Lubomír Kohout, Vladimír Vaník","Pavel Pauza","Jan Krouský","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0,16,16,2,2
1290,152,"Karviná","Koprivnice",42,27,2011-10-22,668,"Jirí Králícek, Milan Letev","Rastislav Trtík","Roman Farár","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0,21,12,3,0
1291,153,"Plzen","Trebon",30,16,2011-10-22,400,"Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Milan Šedivec","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0,12,6,0,1
1292,154,"Prerov","Zubrí",30,30,2011-10-23,274,"Tomáš Bubenícek, Jan Kosmák","Miroslav Frank","Jirí Mužík","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0,15,15,7,2
1293,155,"Lovosice","Jicín",26,29,2011-10-23,814,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",1,15,15,3,1
1294,156,"Frýdek-Místek","Brno",26,27,2011-10-23,440,"Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0,16,14,4,1
1295,157,"Brno","Dukla",19,27,2011-10-12,0,"Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2011/2012",0,10,11,2,1
1296,158,"Trebon","Lovosice",15,36,2011-10-15,150,"Petr Halada, Dalibor Pavlát","Jan Pavlovský","Vladislav Jordák","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",0,9,19,2,0
1297,159,"Jicín","Frýdek-Místek",27,27,2011-10-15,420,"Bohumil Bruna, René Vostatek","Aleš Babák","Petr Kyncl","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",1,15,13,5,2
1298,160,"Koprivnice","Plzen",25,25,2011-10-15,280,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Martin Šetlík","Milan Šedivec","RegularPhaseMatch","2011/2012",0,10,14,6,3
1299,161,"Hranice","Prerov",28,36,2011-10-16,280,"Tomáš Bubenícek, Jan Kosmák","Libor Hrabal","Martin Potiška","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0,10,17,3,3
1300,162,"Zubrí","Karviná",28,21,2011-10-16,800,"Václav Horácek, Jirí Novotný","Jirí Mika","Ivo Tovaryš","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",1,14,6,1,3
1301,163,"Prerov","Dukla",28,33,2011-10-05,184,"Jirí Vetrovský, Martin Zych","Miroslav Frank","Jirí Mužík","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",0,14,14,2,2
1302,164,"Lovosice","Koprivnice",37,17,2011-10-08,615,"Lubomír Kohout, Vladimír Vaník","Vojtech Srba","Pavel Haken","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0,16,9,3,1
1303,165,"Jicín","Brno",29,19,2011-10-08,590,"Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0,15,7,5,2
1304,166,"Plzen","Zubrí",16,20,2011-10-08,820,"Michal Hanák, Petr Novák","Martin Šetlík","Stanislav Raizl","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0,11,9,0,2
1305,167,"Frýdek-Místek","Trebon",29,22,2011-10-09,406,"Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0,14,12,6,3
1306,168,"Karviná","Hranice",33,25,2011-10-10,738,"Tomáš Bubenícek, Jan Kosmák","Rastislav Trtík","Roman Farár","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",1,17,11,4,4
1307,169,"Trebon","Jicín",17,32,2011-10-01,100,"Michal Hanák, Petr Novák","Jan Pavlovský","Vladislav Jordák","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0,5,15,4,2
1308,170,"Dukla","Karviná",28,21,2011-10-01,164,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",0,15,7,1,3
1309,171,"Brno","Prerov",23,27,2011-10-01,204,"Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0,13,13,0,8
1310,172,"Koprivnice","Frýdek-Místek",26,39,2011-10-01,112,"Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",0,12,20,0,1
1311,173,"Zubrí","Lovosice",24,21,2011-10-02,700,"Jirí Opava, Pavel Válek","Jirí Mika","Ivo Tovaryš","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",1,11,9,3,1
1312,174,"Hranice","Plzen",23,23,2011-10-02,280,"Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",0,11,16,1,4
1313,175,"Trebon","Brno",23,23,2011-09-24,250,"Bohumil Bruna, René Vostatek","Jan Pavlovský","Zdenek Kubík","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0,12,10,3,3
1314,176,"Lovosice","Hranice",22,27,2011-09-24,585,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0,9,16,1,2
1315,177,"Karviná","Prerov",35,26,2011-09-24,683,"Pavel Novotný, Petr Samek","Rastislav Trtík","Roman Farár","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0,18,13,0,1
1316,178,"Plzen","Dukla",21,26,2011-09-25,520,"Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",0,10,14,1,1
1317,179,"Frýdek-Místek","Zubrí",24,29,2011-09-25,374,"Václav Horácek, Vangelis Simu","Jirí Kekrt","Petr Mazur","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0,13,17,1,2
1318,180,"Jicín","Koprivnice",40,28,2011-09-25,450,"Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0,18,10,3,2
1319,181,"Dukla","Lovosice",24,24,2011-09-17,180,"Milan Hájek, Karel Macho","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",1,15,12,1,3
1320,182,"Karviná","Brno",37,23,2011-09-17,567,"Jirí Vetrovský, Martin Zych","Rastislav Trtík","Roman Farár","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0,19,13,3,2
1321,183,"Koprivnice","Trebon",21,20,2011-09-17,300,"Jirí Opava, Pavel Válek","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0,14,8,4,1
1322,184,"Prerov","Plzen",21,22,2011-09-18,213,"Michal Hanák, Petr Novák","Miroslav Frank","Jirí Mužík","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",0,8,12,5,1
1323,185,"Hranice","Frýdek-Místek",34,31,2011-09-18,150,"Pavel Novotný, Petr Samek","Libor Hrabal","Martin Potiška","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",0,13,19,1,3
1324,186,"Zubrí","Jicín",26,20,2011-09-18,700,"Marek Becicka, Jirí Horák","Jirí Mika","Michal Balhárek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0,12,10,4,1
1325,187,"Trebon","Zubrí",18,32,2011-09-10,190,"Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2011/2012",0,7,14,3,1
1326,188,"Koprivnice","Brno",33,20,2011-09-10,180,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0,22,9,0,1
1327,189,"Plzen","Karviná",21,21,2011-09-11,400,"Radoslav Kavulic, Libor Skružný","Martin Šetlík","Milan Šedivec","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",0,9,9,2,0
1328,190,"Lovosice","Prerov",28,23,2011-09-11,450,"Bohumil Bruna, René Vostatek","Vojtech Srba","Pavel Haken","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",1,11,10,0,1
1329,191,"Frýdek-Místek","Dukla",20,33,2011-09-11,466,"Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2011/2012",0,8,15,1,3
1330,192,"Jicín","Hranice",24,21,2011-09-11,550,"Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0,12,11,3,4
1331,1,"Hranice","Karviná",23,26,2011-06-03,150,"Lubomír Kohout, Vladimír Vaník","Libor Hrabal","Šárka Alexová","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",0,13,14,4,0
1332,2,"Zubrí","Plzen",31,24,2011-06-04,860,"Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0,18,14,2,2
1333,3,"Lovosice","Dukla",26,27,2011-06-05,94616,"Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",1,16,15,2,3
1334,4,"Dukla","Zubrí",31,25,2011-05-28,340,"Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",0,15,11,3,4
1335,5,"Karviná","Lovosice",25,24,2011-05-29,720,"Radoslav Kavulic, Libor Skružný","Martin Kostelník","Roman Farár","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",0,14,15,1,1
1336,6,"Plzen","Hranice",21,20,2011-05-29,120,"Bedrich Frieser, Lukáš Frieser","Vladimír Haber","Stanislav Raizl","Libor Hrabal","Šárka Alexová","1till6placeMatch","2010/2011",1,10,10,2,3
1337,7,"Plzen","Dukla",29,30,2011-05-20,300,"Dalibor Pavlát, Petr Pešek","Vladimír Haber","Stanislav Raizl","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",0,13,17,2,4
1338,8,"Zubrí","Karviná",22,21,2011-05-21,800,"Václav Kohout, Petr Novák","Jirí Mika","Michal Balhárek","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",0,13,9,3,2
1339,9,"Hranice","Lovosice",24,24,2011-05-22,170,"Václav Horácek, Jirí Novotný","Libor Hrabal","Šárka Alexová","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",1,12,11,1,3
1340,10,"Dukla","Hranice",25,14,2011-05-14,230,"Pavel Nesvadba, Vangelis Simu","Pavel Pauza","Milan Kotrc","Libor Hrabal","Šárka Alexová","1till6placeMatch","2010/2011",0,10,7,5,0
1341,11,"Lovosice","Zubrí",27,23,2011-05-15,1054,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",1,10,11,3,3
1342,12,"Karviná","Plzen",23,22,2011-05-15,682,"Michal Hanák, Jan Kosmák","Martin Kostelník","Roman Farár","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0,14,11,2,2
1343,13,"Dukla","Karviná",28,23,2011-05-07,240,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",0,12,13,0,0
1344,14,"Plzen","Lovosice",24,24,2011-05-07,450,"Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",0,12,11,3,2
1345,15,"Hranice","Zubrí",27,30,2011-05-08,290,"Jirí Opava, Pavel Válek","Libor Hrabal","Šárka Alexová","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",0,11,17,3,2
1346,16,"Dukla","Lovosice",32,31,2011-04-30,420,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",0,13,12,0,4
1347,17,"Plzen","Zubrí",29,25,2011-04-30,450,"Michal Hanák, Jan Kosmák","Vladimír Haber","Stanislav Raizl","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",1,14,7,3,4
1348,18,"Karviná","Hranice",24,20,2011-05-01,660,"Marek Becicka, Jirí Horák","Martin Kostelník","Roman Farár","Jan Hegar","Bretislav Žoch","1till6placeMatch","2010/2011",0,11,10,0,0
1349,19,"Hranice","Plzen",25,30,2011-04-22,180,"Pavel Nesvadba, Vangelis Simu","Jan Hegar","Bretislav Žoch","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0,12,16,3,1
1350,20,"Zubrí","Dukla",20,21,2011-04-23,1000,"Milan Hájek, Karel Macho","Jirí Mika","Radim Balhárek","Pavel Pauza","Milan Kotrc","1till6placeMatch","2010/2011",0,11,11,2,0
1351,21,"Lovosice","Karviná",38,26,2011-04-25,945,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",1,20,9,3,1
1352,22,"Lovosice","Hranice",28,21,2011-04-16,820,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jan Hegar","Bretislav Žoch","1till6placeMatch","2010/2011",0,13,11,3,2
1353,23,"Dukla","Plzen",27,23,2011-04-16,212,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0,11,9,6,3
1354,24,"Karviná","Zubrí",25,25,2011-04-17,892,"Jirí Opava, Pavel Válek","Jozef Hanták","Martin Kostelník","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",1,16,11,2,1
1355,25,"Plzen","Karviná",30,25,2011-04-09,550,"Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Jozef Hanták","Martin Kostelník","1till6placeMatch","2010/2011",0,15,10,2,3
1356,26,"Zubrí","Lovosice",28,28,2011-04-10,1000,"Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",1,15,12,4,4
1357,27,"Hranice","Dukla",23,27,2011-04-10,270,"Radoslav Kavulic, Libor Skružný","Jan Hegar","Bretislav Žoch","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",0,11,12,2,2
1358,28,"Lovosice","Plzen",22,20,2011-04-02,800,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0,13,10,1,1
1359,29,"Zubrí","Hranice",10,0,2011-04-02,900,"Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Jan Hegar","Bretislav Žoch","1till6placeMatch","2010/2011",0,,,1,0
1360,30,"Karviná","Dukla",26,25,2011-04-03,785,"Václav Horácek, Jirí Novotný","Jozef Hanták","Martin Kostelník","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",1,13,12,5,0
1361,31,"Jicín","Koprivnice",29,28,2011-06-01,210,"Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0,18,12,3,4
1362,32,"Brno","Trebon",31,26,2011-06-04,195,"Radoslav Kavulic, Libor Skružný","Zdenek Missbach","Zdenek Zima","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0,16,11,1,3
1363,33,"Frýdek-Místek","Prerov",32,28,2011-06-05,315,"Adam Kondelka, David Kondelka","Jirí Kekrt","Petr Mazur","Alois Jurík","Richard Bucek","7till12placeMatch","2010/2011",0,17,13,3,4
1364,34,"Prerov","Jicín",28,28,2011-05-27,52,"Pavel Novotný, Jirí Vetrovský","Alois Jurík","Michal Kavka","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0,16,11,4,2
1365,35,"Trebon","Frýdek-Místek",23,22,2011-05-28,250,"Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0,12,15,2,0
1366,36,"Koprivnice","Brno",34,24,2011-05-28,220,"Petr Halada, Martin Zych","Miroslav Barton","Ivo Vávra","Zdenek Missbach","Tomáš Petr","7till12placeMatch","2010/2011",0,15,10,5,3
1367,37,"Brno","Frýdek-Místek",40,36,2011-05-21,125,"Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0,21,22,4,4
1368,38,"Jicín","Trebon",35,17,2011-05-21,250,"Marek Becicka, Jirí Horák","Aleš Babák","Vladimír Bohácek","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0,15,6,3,0
1369,39,"Koprivnice","Prerov",30,23,2011-05-21,104,"Michal Hanák, Jan Kosmák","Miroslav Barton","Ivo Vávra","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0,17,13,3,3
1370,40,"Trebon","Koprivnice",24,20,2011-05-14,0,"Jirí Opava, Pavel Válek","Jan Pavlovský","Zdenek Kubík","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0,14,8,0,2
1371,41,"Jicín","Frýdek-Místek",27,26,2011-05-14,452,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Vladimír Bohácek","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0,13,13,0,2
1372,42,"Prerov","Brno",37,23,2011-05-15,297,"Adam Kondelka, David Kondelka","Alois Jurík","Michal Kavka","Zdenek Missbach","Josef Cikán","7till12placeMatch","2010/2011",0,20,13,7,2
1373,43,"Brno","Jicín",32,35,2011-05-07,181,"Bedrich Frieser, Lukáš Frieser","Zdenek Missbach","Zdenek Zima","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0,14,13,2,0
1374,44,"Prerov","Trebon",27,23,2011-05-08,177,"Václav Kohout, Petr Novák","Alois Jurík","Michal Kavka","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0,15,12,1,3
1375,45,"Frýdek-Místek","Koprivnice",25,19,2011-05-08,293,"Pavel Novotný, Jirí Vetrovský","Jirí Kekrt","Petr Mazur","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0,11,9,3,2
1376,46,"Koprivnice","Jicín",35,24,2011-04-29,150,"Adam Kondelka, David Kondelka","Miroslav Barton","Ivo Vávra","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0,13,14,2,3
1377,47,"Prerov","Frýdek-Místek",22,35,2011-04-30,231,"Milan Hájek, Karel Macho","Alois Jurík","Michal Kavka","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0,11,15,5,3
1378,48,"Trebon","Brno",27,20,2011-04-30,220,"Marek Becicka, Jirí Horák","Jan Pavlovský","Zdenek Kubík","Zdenek Missbach","Tomáš Petr","7till12placeMatch","2010/2011",0,11,7,2,3
1379,49,"Jicín","Prerov",28,15,2011-04-13,200,"Petr Halada, Martin Zych","Aleš Babák","Vladimír Bohácek","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0,13,9,1,2
1380,50,"Brno","Koprivnice",40,31,2011-04-23,148,"Dalibor Pavlát, Petr Pešek","Zdenek Missbach","Zdenek Zima","Miroslav Barton","Zdenek Kovalák","7till12placeMatch","2010/2011",0,18,10,2,3
1381,51,"Frýdek-Místek","Trebon",26,24,2011-04-24,312,"Michal Hanák, Jan Kosmák","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák","7till12placeMatch","2010/2011",0,15,12,3,3
1382,52,"Trebon","Jicín",26,27,2011-04-16,0,"Pavel Novotný, Jirí Vetrovský","Jan Pavlovský","Zdenek Kubík","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0,12,16,5,4
1383,53,"Prerov","Koprivnice",34,27,2011-04-17,297,"Václav Horácek, Jirí Novotný","Alois Jurík","Michal Kavka","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0,18,13,0,3
1384,54,"Frýdek-Místek","Brno",38,30,2011-04-17,365,"Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Zdenek Missbach","Tomáš Petr","7till12placeMatch","2010/2011",0,17,11,5,3
1385,55,"Brno","Prerov",32,31,2011-04-09,100,"Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0,16,16,4,5
1386,56,"Koprivnice","Trebon",28,22,2011-04-09,400,"Radoslav Kavulic, Libor Skružný","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0,13,11,3,5
1387,57,"Frýdek-Místek","Jicín",32,23,2011-04-10,426,"Adam Kondelka, David Kondelka","Jirí Kekrt","Petr Mazur","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0,16,13,4,1
1388,58,"Trebon","Prerov",25,22,2011-04-02,200,"Václav Kohout, Petr Novák","Jan Pavlovský","Zdenek Kubík","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0,11,9,3,1
1389,59,"Koprivnice","Frýdek-Místek",27,24,2011-04-02,500,"Petr Halada, Martin Zych","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0,16,10,2,1
1390,60,"Jicín","Brno",34,24,2011-04-03,250,"Bedrich Frieser, Lukáš Frieser","Aleš Babák","Vladimír Bohácek","Zdenek Missbach","Zdenek Zima","7till12placeMatch","2010/2011",0,15,6,5,2
